candidate,split,market,rows,panels,rel_score,directional_accuracy,daily_ic,daily_ic_t,positive_ic_days,quartile_ls_mean,quartile_equity,days
marketplus_signmag_ensemble,val,VN,60468,93,0.003727345009113203,0.474071862247437,0.027948675773349155,3.0281372737813705,0.5796661608497724,-0.00017612047898710135,0.831241651647977,659
marketplus_signmag_ensemble,train,ALL,417268,207,0.0009700404261467899,0.49207876138887957,0.06828859273357565,15.839570107221967,0.625428245146555,0.002314348363043698,367.11149903625096,2627
marketplus_signmag_ensemble,val,ALL,136126,208,0.0034059269630543065,0.498135730602019,0.04030120611802672,4.181147797874637,0.5716374269005848,0.0010140271751523573,1.8430154124673173,684
marketplus_signmag_top2,train,JP,63504,26,0.0005697536575252071,0.4960442539242262,0.01533595192258489,2.8404909356387447,0.5125669550885867,0.0004450614638967567,2.5078859682893087,2427
marketplus_signmag_top2,train,US,224047,89,0.0029921382849661393,0.5221357132966155,0.01999727734740506,4.808440469726522,0.5424528301886793,0.0004186785886175328,2.672947019033957,2544
marketplus_signmag_top2,train,VN,129717,92,0.0014184264909979927,0.4380428153443524,0.08314611658540835,19.02911216115894,0.6808726534753932,0.0030969791413258565,399.5065977569005,1971
marketplus_signmag_top2,val,JP,16660,26,-0.0017832887572966083,0.5115004816955684,0.01582524143104583,1.484227936316387,0.5210608424336973,0.00018556580700193173,1.073130611606934,641
marketplus_signmag_top2,val,US,58998,89,0.0028479666793574943,0.5199761985719143,0.017883371903341303,1.6183809884625247,0.5113122171945701,0.0009317896417029948,1.7477631058765775,663
marketplus_signmag_top2,val,VN,60468,93,0.004835766808146347,0.47322583855877376,0.028075339528911652,2.9444189458738594,0.5614567526555387,0.0002566582731305239,1.0999076738316804,659
marketplus_signmag_top2,train,ALL,417268,207,0.0008822205317773335,0.4920331818814261,0.058318407649599856,13.15867223616458,0.6143890369242482,0.0020655967910537774,189.95340665936882,2627
marketplus_signmag_top2,val,ALL,136126,208,0.003548909400892475,0.4981725738707538,0.03715003735581707,3.8997850628008015,0.5584795321637427,0.0012027132056846117,2.089774139047055,684
router_train_daily_ic,train,JP,63502,26,-0.00018146101682359195,0.49829787234042555,0.030156995576287947,5.83773398836164,0.5471775854964978,0.000963387188636814,8.966366743421451,2427
router_train_daily_ic,train,US,224046,89,0.004096501257112917,0.5250504761734593,0.025021843646968484,6.5408032577582205,0.5526729559748428,0.0007599056141864066,6.467675142021311,2544
router_train_daily_ic,train,VN,129704,92,0.0017323936017037411,0.4394842495367511,0.11306279439586339,28.854578730472507,0.7574835109081685,0.00470447372231194,9531.892191800709,1971
router_train_daily_ic,val,JP,16660,26,-0.004469406258903241,0.5032514450867052,0.005556899136082018,0.5439861331578667,0.5085803432137286,-0.00043364216049899716,0.7274491827200216,641
router_train_daily_ic,val,US,58998,89,0.0029368270876244384,0.5143658619517171,0.01358958685582928,1.3608176079376986,0.521870286576169,0.0009724924173585097,1.8206189145534237,663
router_train_daily_ic,val,VN,60468,93,0.0012394884742963352,0.4772071265054245,0.04797876275253862,5.854831394312377,0.6236722306525038,0.0012601717452553674,2.1740494224944142,659
router_train_daily_ic,train,ALL,417252,207,0.0005678636620364275,0.49439110637705774,0.0709492654104295,16.602599952502498,0.647887323943662,0.002602078748889114,780.6024064147556,2627
router_train_daily_ic,val,ALL,136126,208,0.0022121684198270763,0.4964998894701938,0.03520132988613295,3.7495894709408666,0.5672514619883041,0.000957714214649161,1.7723796972805972,684
router_train_quartile_equity,train,JP,63502,26,-0.00018146101682359195,0.49829787234042555,0.030156995576287947,5.83773398836164,0.5471775854964978,0.000963387188636814,8.966366743421451,2427
router_train_quartile_equity,train,US,224046,89,0.004096501257112917,0.5250504761734593,0.025021843646968484,6.5408032577582205,0.5526729559748428,0.0007599056141864066,6.467675142021311,2544
router_train_quartile_equity,train,VN,129704,92,0.0017323936017037411,0.4394842495367511,0.11306279439586339,28.854578730472507,0.7574835109081685,0.00470447372231194,9531.892191800709,1971
router_train_quartile_equity,val,JP,16660,26,-0.004469406258903241,0.5032514450867052,0.005556899136082018,0.5439861331578667,0.5085803432137286,-0.00043364216049899716,0.7274491827200216,641
router_train_quartile_equity,val,US,58998,89,0.0029368270876244384,0.5143658619517171,0.01358958685582928,1.3608176079376986,0.521870286576169,0.0009724924173585097,1.8206189145534237,663
router_train_quartile_equity,val,VN,60468,93,0.0012394884742963352,0.4772071265054245,0.04797876275253862,5.854831394312377,0.6236722306525038,0.0012601717452553674,2.1740494224944142,659
router_train_quartile_equity,train,ALL,417252,207,0.0005678636620364275,0.49439110637705774,0.0709492654104295,16.602599952502498,0.647887323943662,0.002602078748889114,780.6024064147556,2627
router_train_quartile_equity,val,ALL,136126,208,0.0022121684198270763,0.4964998894701938,0.03520132988613295,3.7495894709408666,0.5672514619883041,0.000957714214649161,1.7723796972805972,684
router_train_rel_score,train,JP,63502,26,0.0010790296217114692,0.4980141843971631,0.02221110794271545,4.363894187720954,0.5360527400082407,0.0005589933091080797,3.337708746866024,2427
router_train_rel_score,train,US,224046,89,0.004096501257112917,0.5250504761734593,0.025021843646968484,6.5408032577582205,0.5526729559748428,0.0007599056141864066,6.467675142021311,2544
router_train_rel_score,train,VN,129704,92,0.002129860362235836,0.43448116121062386,0.09488321728417762,22.784350897845652,0.7042110603754439,0.0032789466112932673,576.7156180566545,1971
router_train_rel_score,val,JP,16660,26,-0.001350892882285848,0.4925939306358382,0.01606256065122173,1.6633837841726642,0.5132605304212169,0.0006124314418360821,1.4245412296417148,641
router_train_rel_score,val,US,58998,89,0.0029368270876244384,0.5143658619517171,0.01358958685582928,1.3608176079376986,0.521870286576169,0.0009724924173585097,1.8206189145534237,663
router_train_rel_score,val,VN,60468,93,0.0028004891904104268,0.4780697388938655,0.022829311159384993,2.534055148032155,0.5766312594840668,-0.0008174751335545835,0.5445102107299138,659
router_train_rel_score,train,ALL,417252,207,0.0019392456967839422,0.49279336336898266,0.05900836799723365,12.853539818149672,0.6029691663494481,0.001959208885781438,142.6339873424715,2627
router_train_rel_score,val,ALL,136126,208,0.002826148869201184,0.4955788077518237,0.021178521049309958,2.1162064587033016,0.5277777777777778,-0.0002019541425962103,0.7976036863829887,684
signal_lstm_top2,train,JP,63502,26,-0.00018146101682359195,0.49829787234042555,0.030156995576287947,5.83773398836164,0.5471775854964978,0.000963387188636814,8.966366743421451,2427
signal_lstm_top2,train,US,224046,89,0.003899900334920492,0.5253184912537745,0.02306456934565307,6.2656505101087285,0.5483490566037735,0.0007511455211434329,6.3515085143132115,2544
signal_lstm_top2,train,VN,129704,92,0.0017323936017037411,0.4394842495367511,0.11306279439586339,28.854578730472507,0.7574835109081685,0.00470447372231194,9531.892191800709,1971
signal_lstm_top2,val,JP,16660,26,-0.004469406258903241,0.5032514450867052,0.005556899136082018,0.5439861331578667,0.5085803432137286,-0.00043364216049899716,0.7274491827200216,641
signal_lstm_top2,val,US,58998,89,0.0018124670662758025,0.5087725263515811,0.007649615941124863,0.7756785770116119,0.48868778280542985,0.0003301017971916967,1.1898883092841546,663
signal_lstm_top2,val,VN,60468,93,0.0012394884742963352,0.4772071265054245,0.04797876275253862,5.854831394312377,0.6236722306525038,0.0012601717452553674,2.1740494224944142,659
signal_lstm_top2,train,ALL,417252,207,-0.00020576091938173668,0.49453504718859603,0.07363258131492098,18.525702908945444,0.6494099733536354,0.0027983257221041113,1326.6884980702146,2627
signal_lstm_top2,val,ALL,136126,208,0.0016094396199451966,0.4940756023874438,0.032447094825427354,3.5858172123270853,0.5467836257309941,0.0006887783051803984,1.4735958158890001,684
signal_signmag_ensemble,train,JP,63502,26,0.00022056652101798413,0.49713159968479115,0.0220077247348137,4.241254279691214,0.5290482076637825,0.0005131469132547923,2.9854135315428048,2427
signal_signmag_ensemble,train,US,224046,89,0.004025960953303209,0.5228080833348223,0.02074475902934179,5.103487296862955,0.5373427672955975,0.00034130277942419075,2.208067632774149,2544
signal_signmag_ensemble,train,VN,129704,92,0.002129860362235836,0.43448116121062386,0.09488321728417762,22.784350897845652,0.7042110603754439,0.0032789466112932673,576.7156180566545,1971
signal_signmag_ensemble,val,JP,16660,26,-4.969751560079949e-05,0.5102360308285164,0.02224531446562633,2.146082893067617,0.5491419656786272,0.0003040680034806105,1.1629763260704447,641
signal_signmag_ensemble,val,US,58998,89,0.0024564356491951767,0.5145528731723903,0.020635966124429105,1.8632423807848106,0.526395173453997,0.0008597974648678557,1.666907635967357,663
signal_signmag_ensemble,val,VN,60468,93,0.0028004891904104268,0.4780697388938655,0.022829311159384993,2.534055148032155,0.5766312594840668,-0.0008174751335545835,0.5445102107299138,659
signal_signmag_ensemble,train,ALL,417252,207,0.0010814638656690967,0.49145471382167655,0.06364431265767093,14.0871272729198,0.6090597639893415,0.002006760875330278,161.53434746913857,2627
signal_signmag_ensemble,val,ALL,136126,208,0.002618539083827587,0.49781887849089973,0.03215931373472237,3.2119384920786995,0.5482456140350878,0.0002945786837213843,1.120192292436346,684
signal_signmag_top2,train,JP,63502,26,0.0007620727851752607,0.4968321513002364,0.021569654425616043,4.15551121185457,0.5319324268644416,0.0004691884054026919,2.6902843635157216,2427
signal_signmag_top2,train,US,224046,89,0.003560719358015052,0.5217449568495721,0.023628725553650885,5.726098069696183,0.5424528301886793,0.0004877323191706331,3.1857328172593364,2544
signal_signmag_top2,train,VN,129704,92,0.0014834730958908082,0.4320877084620136,0.09607480055648522,22.875072394895785,0.7118214104515475,0.0033228512657909604,625.888853801565,1971
signal_signmag_top2,val,JP,16660,26,0.00071816617616971,0.5097543352601156,0.022531656218466124,2.1695517030361002,0.5413416536661466,0.00010364149921443431,1.0252005028603999,641
signal_signmag_top2,val,US,58998,89,0.0023404550376768807,0.5155899353961237,0.022604097222337867,2.0110460227963483,0.5324283559577677,0.0007501760357959957,1.5506757641923834,663
signal_signmag_top2,val,VN,60468,93,0.0025262984100530295,0.47551507912809793,0.02190381703953562,2.384406192873256,0.5720789074355084,-0.0012992757168506994,0.39567449634605983,659
signal_signmag_top2,train,ALL,417252,207,0.0008817050930189918,0.49009447315263965,0.06364981260852769,14.025956505415923,0.6109630757518082,0.0020819103081212236,195.5972085991243,2627
signal_signmag_top2,val,ALL,136126,208,0.002519562316981583,0.4970746444624567,0.0331167528071781,3.1933443470439706,0.5760233918128655,0.00016881306933779286,1.0199910161220114,684
