code,rows,rel_score,base_score,abs_score,error_mean,error_abs_mean,error_q25,error_q75
PDR,305,-0.015273773127833179,0.039015994779765605,0.03961191623238847,0.001511328388005495,0.020480846986174583,-0.012648657895624638,0.016579644754529
PPC,305,-0.01646684178022828,0.013655414804816246,0.013880276359850542,-3.892412860295735e-05,0.007957166992127895,-0.0051080333068966866,0.004793450236320496
SAB,306,-0.01702100685009733,0.018842699937522404,0.019163421662233303,0.0002809230354614556,0.010775253176689148,-0.0062578443903476,0.006894481601193547
VHC,301,-0.01869520592026097,0.03186646495014429,0.03246221507433801,0.00039535161340609193,0.017009291797876358,-0.009399325586855412,0.013012717477977276
HT1,305,-0.01899650252629237,0.03194947745651007,0.03255640578572638,2.6709281883086078e-05,0.01693269982933998,-0.008311578072607517,0.011722548864781857
SSB,306,-0.020052832346725946,0.019117601076140998,0.019500963125392443,-1.7903599655255675e-05,0.010616474784910679,-0.005827493034303188,0.006435463787056506
ANV,305,-0.02035739295648198,0.0408340271562338,0.04166530149304891,0.00031812250381335616,0.021263808012008667,-0.013505682349205017,0.016626179218292236
SHB,305,-0.02232977871310693,0.02594354581087828,0.026522859447868544,-0.0011469549499452114,0.01443435437977314,-0.009378577582538128,0.009157809428870678
GVR,301,-0.022980242897972403,0.042405694723129266,0.04338018788812405,-0.0001689325290499255,0.02147691138088703,-0.016486506909132004,0.014612645842134953
TCH,305,-0.025388125248891447,0.0425377368927002,0.04361769028473646,0.0006331713520921767,0.022316763177514076,-0.01709209755063057,0.01733417622745037
NT2,305,-0.026538991122063704,0.02388059124350548,0.024514358042506505,-0.0003899910079780966,0.01331640500575304,-0.008692674338817596,0.00879008136689663
VND,305,-0.029166138371200967,0.03794750440865755,0.03905428657308222,0.0001632514613447711,0.02017834782600403,-0.01375217828899622,0.016129063442349434
DIG,304,-0.03139814974796029,0.04411207213997842,0.04549710958672229,0.0020783673971891403,0.021446164697408676,-0.014128202805295587,0.018381197936832905
VJC,305,-0.03391707104764796,0.03285964522510767,0.03397414814680815,-0.000780106580350548,0.01782417669892311,-0.009430735372006893,0.013300523161888123
VTP,302,-0.04796339586511733,0.03493451895192269,0.0366100971137712,0.001604944234713912,0.0188229288905859,-0.011008251458406448,0.015669001266360283
