seed,candidate,split,n_obs,n_days,rel_score,median_abs_error,q90_abs_error,daily_q90_abs_error_median,daily_q90_abs_error_q90,daily_q90_abs_error_max,spike_days_ge_7pct,spike_days_ge_8pct,prediction_actual_abs_q90_ratio,directional_accuracy
43,instance,val,60468,659,0.00447697881640885,0.01246836875,0.05010445294000001,0.03669036092600004,0.06570958523960002,0.08183383,36,2,0.11649315532727784,0.4955844413574122
43,weighted_scale,val,60468,659,0.03056709418236414,0.0124266378565,0.04822127681495001,0.037087188289999996,0.06450418449880001,0.1068814914,40,12,0.1570081038098825,0.5092114837600052
43,base_weighted_ensemble,val,60468,659,0.02621027146262911,0.012390119945,0.04862272409250004,0.03666561509599999,0.06532975402490002,0.09730884925,35,10,0.13442317926143021,0.5095091618707416
43,simplex_ensemble,val,60468,659,0.017839417947407177,0.012403459472,0.049227028752,0.036498716212,0.06502930564184,0.0924714522,36,8,0.12150904393771252,0.50927763445128
43,bw_tail_penalty_0p25,val,60468,659,0.029543274987761325,0.01237118175,0.04840936314600001,0.036680030604,0.0644986457288,0.1024807078,38,9,0.14173619826972972,0.5112290798438843
43,simplex_tail_penalty_0p25,val,60468,659,0.029543274987761325,0.01237118175,0.04840936314600001,0.036680030604,0.0644986457288,0.1024807078,38,9,0.14173619826972972,0.5112290798438843
43,simplex_tail_penalty_0p50,val,60468,659,0.029543274987761325,0.01237118175,0.04840936314600001,0.036680030604,0.0644986457288,0.1024807078,38,9,0.14173619826972972,0.5112290798438843
43,weighted_instance_tail_switch,val,60468,659,0.013043298617128052,0.012429330685,0.049536811370000024,0.037165345700000005,0.065504467906,0.08165109200000001,36,2,0.11662115430913052,0.5066646821459284
52,base,train,129720,1970,0.02035249342978729,0.009728539299999998,0.03628932192,0.030823558556000004,0.0483846543363,0.0818957954,17,2,0.14606068017983115,0.4728106691335183
52,weighted,train,129720,1970,0.023736406912979513,0.00975096995,0.03605190054600001,0.030880763385000017,0.04837834249800002,0.08958613900000001,18,7,0.16021532727974241,0.47490749306197966
52,instance,train,129720,1970,0.010133704071115468,0.009849758099999998,0.03662837993000001,0.031051660170000016,0.04922165761055,0.0788666332,11,0,0.10751318290886112,0.4576626580326858
52,weighted_scale,train,129720,1970,0.024605740665728515,0.009755579485,0.03599321243000001,0.030883340022700018,0.04834096304440001,0.09173395940000001,18,8,0.17623686000771663,0.47490749306197966
52,base_weighted_ensemble,train,129720,1970,0.02536581311599806,0.009710034414999999,0.036041050989250034,0.03083167731375,0.04833898139600003,0.08557502775,17,4,0.15037613606080627,0.47625655257477645
52,simplex_ensemble,train,129720,1970,0.02499693128229641,0.009713644374,0.036054822126,0.03088327903780001,0.048225544565100024,0.08637725,16,4,0.15181863829573533,0.4762873882207832
52,bw_tail_penalty_0p25,train,129720,1970,0.024929983384456844,0.009713327319,0.036059265876,0.030767688032500004,0.04804917652240003,0.08477280549999999,17,4,0.14862687028663527,0.47654178230033917
52,simplex_tail_penalty_0p25,train,129720,1970,0.024929983384456844,0.009713327319,0.036059265876,0.030767688032500004,0.04804917652240003,0.08477280549999999,17,4,0.1486268702866353,0.47654178230033917
52,simplex_tail_penalty_0p50,train,129720,1970,0.024929983384456844,0.009713327319,0.036059265876,0.030767688032500004,0.04804917652240003,0.08477280549999999,17,4,0.1486268702866353,0.47654178230033917
52,weighted_instance_tail_switch,train,129720,1970,0.017338296427965028,0.009754958099999999,0.036408005844000044,0.030977106315000003,0.04885027106000002,0.07840633279999999,12,0,0.1395582900005049,0.47343509096515574
52,base,val,60468,659,0.015389949408107784,0.012438553315,0.04934147872000002,0.03723590053000001,0.065853098164,0.09623698750000001,38,9,0.13606188886541346,0.49631209896143413
52,weighted,val,60468,659,0.027054649941365416,0.01249575055,0.048347814765000004,0.03684575506,0.063896091468,0.1218774715,41,17,0.14873338584997373,0.5040517298405768
52,instance,val,60468,659,0.006127529535743914,0.0125113473,0.04989407954000001,0.03692453786500001,0.0667011482772,0.0854276726,37,1,0.09491686505663595,0.4925415095587749
52,weighted_scale,val,60468,659,0.027314454297582724,0.012519889000000001,0.048279954161,0.037138425414999995,0.06372318879400002,0.12723120464999998,44,17,0.16360672443497112,0.5040517298405768
52,base_weighted_ensemble,val,60468,659,0.02640659512607313,0.01244548982975,0.048497185708500035,0.0369167697425,0.06453948217400002,0.113820136375,36,16,0.13509489714677514,0.5036713633657471
52,simplex_ensemble,val,60468,659,0.026831199176903797,0.012457239299999999,0.048441680684,0.036983678935999985,0.06424367296320001,0.1150365615,38,16,0.13685494569028983,0.5036052126744724
52,bw_tail_penalty_0p25,val,60468,659,0.026495174259474452,0.012430038079999999,0.048521412231700006,0.03693097267900001,0.06497351335280001,0.11289263394999999,35,16,0.132871505605982,0.5038202024211152
52,simplex_tail_penalty_0p25,val,60468,659,0.026495174259474452,0.012430038079999999,0.048521412231700006,0.03693097267900001,0.06497351335280001,0.11289263395000002,35,16,0.132871505605982,0.5038202024211152
52,simplex_tail_penalty_0p50,val,60468,659,0.026495174259474452,0.012430038079999999,0.048521412231700006,0.03693097267900001,0.06497351335280001,0.11289263395000002,35,16,0.132871505605982,0.5038202024211152
52,weighted_instance_tail_switch,val,60468,659,0.010568214525323527,0.012535217999999999,0.04951160526,0.036758449990000004,0.065519436072,0.0854276726,39,1,0.1129529804905875,0.5016868426275054
71,base,train,129720,1970,0.015879284696917795,0.00976493444,0.03647107757,0.03115548022000001,0.04857795685630001,0.0866587644,18,1,0.1331854711657028,0.46782300339192107
71,weighted,train,129720,1970,0.0006977089881211596,0.01000742608,0.03684999502400001,0.031292454311500004,0.04894135298600002,0.077184068,18,0,0.08630487753182833,0.42897008942337345
71,instance,train,129720,1970,0.024561456333456633,0.00962569915,0.03625549308,0.031021511030000004,0.049625869984000016,0.0822329317,15,1,0.14403191999777518,0.474568300955905
71,weighted_scale,train,129720,1970,0.002024296739012832,0.009954035035,0.036881288235000004,0.031435786762000005,0.04895300790450001,0.0719731854,12,0,0.025891463259548504,0.42897008942337345
71,base_weighted_ensemble,train,129720,1970,0.016633749037642587,0.009759674287,0.03643866542220001,0.031106482128599997,0.04856388769437902,0.085481415551,18,2,0.1235155753831915,0.4669904409497379
71,simplex_ensemble,train,129720,1970,0.025523591099481435,0.009624209853500001,0.0362037218271,0.030990066595000008,0.04941602607764003,0.082579446015,16,1,0.13840771140295766,0.475786308973173
71,bw_tail_penalty_0p25,train,129720,1970,0.01614289850284334,0.009764979135,0.036455987355000025,0.03114234931115,0.04846738536241201,0.0848927411265,18,2,0.11899691112690916,0.4670675300647549
71,simplex_tail_penalty_0p25,train,129720,1970,0.024952340612481527,0.00962321665,0.036238214986000016,0.030965815408005002,0.04887227815374005,0.0839640733,13,1,0.12906847377093753,0.477281837804502
71,simplex_tail_penalty_0p50,train,129720,1970,0.024952340612481527,0.00962321665,0.036238214986000016,0.030965815408005002,0.04887227815374005,0.0839640733,13,1,0.12906847377093753,0.477281837804502
71,weighted_instance_tail_switch,train,129720,1970,0.01309605260036284,0.00985635562,0.03644661378000002,0.031091511228499995,0.049197699726600014,0.08191562,15,1,0.0982952757744493,0.442013567684243
71,base,val,60468,659,0.017442161424705116,0.0123974946,0.04926890316000001,0.03661424774500001,0.06605762602599999,0.09533655599999999,44,16,0.12324493998577106,0.4935668452735331
71,weighted,val,60468,659,0.0039057739088914634,0.01267411325,0.049736020600000014,0.03680921414,0.06523154860000002,0.079917407,45,0,0.09081246020086756,0.48418998478534103
71,instance,val,60468,659,0.00889475645368698,0.01240485473775,0.049898474810000024,0.03742573308,0.065540011854,0.0861486616,35,3,0.13323156439691794,0.49163193755374746
71,weighted_scale,val,60468,659,0.0023126854613948478,0.012580573435499998,0.05004318510000002,0.036795761659999995,0.06729511982492001,0.0725064807,32,0,0.027243738060260272,0.48418998478534103
71,base_weighted_ensemble,val,60468,659,0.016813308237795255,0.012401973957,0.049307346556000026,0.03666042354000001,0.0661760098724,0.0936373844,44,14,0.114605337066657,0.4943110405503737
71,simplex_ensemble,val,60468,659,0.010876724497212553,0.012371876335,0.04981503352200001,0.0370981230612,0.06552334865200003,0.087136621644,35,3,0.12730649395819188,0.49292187603360454
71,bw_tail_penalty_0p25,val,60468,659,0.017185876797057187,0.01239866857,0.049285873611580044,0.03665029062925,0.0662263170298,0.0927877986,42,14,0.11035419927862601,0.4946914070252034
71,simplex_tail_penalty_0p25,val,60468,659,0.014031002018713656,0.0123359358455,0.049649149291000005,0.03692654414760002,0.0659785721728,0.08857206985,40,4,0.11778123236316372,0.4951544618641265
71,simplex_tail_penalty_0p50,val,60468,659,0.014031002018713656,0.0123359358455,0.049649149291000005,0.03692654414760002,0.0659785721728,0.08857206985,40,4,0.11778123236316372,0.4951544618641265
71,weighted_instance_tail_switch,val,60468,659,0.0076005932825091715,0.012535456050000001,0.049734824470000015,0.03680092197799999,0.06611175946800002,0.0861486616,35,3,0.10659500333354803,0.483412714162863
