sector,stock,combo,test_rel_score,val_rel_score
Bất động sản,NLG,"intraday_return,momentum_5",0.035002440154791,-0.0166845560187738
Bất động sản,SIP,"volume_ratio_5,range_pct",0.0346234044239005,-0.0548083509004793
Bất động sản,KBC,"close_low_gap,volatility_20",0.0334370653358652,-0.0110574402622285
Bất động sản,KBC,"high_close_gap,atr_14",0.0331444486426411,0.0049557602214649
Bất động sản,VPI,"volatility_10,volatility_20",0.032999124335056,-0.0944719812501027
Bất động sản,SIP,"return_10,vwap_gap",0.0328085456014018,-0.0109626512023217
Bất động sản,SZC,upper_shadow,0.0325567610916968,-0.0241258525818526
Bất động sản,HDC,"volume_ratio_5,volatility_20",0.0324943114644618,-0.0105140095392133
Bất động sản,SIP,"return_10,atr_gap",0.0322898960233154,-0.0110978873340783
Bất động sản,SZC,"range_pct,ma_cross_5_20",0.0322760628061278,-0.1166183610634929
Bất động sản,KBC,"volume_zscore_20,true_range",0.0321971442802361,-0.0572678484568345
Bất động sản,SIP,"close_low_gap,price_acceleration",0.032060915753603,-0.0114651170111699
Bất động sản,SIP,"volume_ratio_5,close_low_gap",0.0317535723067479,-0.0651717365265265
Bất động sản,HDC,"volume_change,volatility_20",0.0317444867685539,-0.0296983252531077
Bất động sản,KDH,"overnight_return,atr_gap",0.0316435789075644,-0.0004982715263535
Bất động sản,KDH,"gap_open,atr_gap",0.0316435789075644,-0.0004982715263535
Bất động sản,SIP,"volume_change,close_low_gap",0.0315923569832141,-0.0017407365744359
Bất động sản,TCH,"atr_gap,ma_20_gap",0.0309848160512336,-0.0315760948113836
Bất động sản,SIP,"overnight_return,vwap_gap",0.0309420526009894,0.001318902670959
Bất động sản,KBC,"intraday_return,vwap_gap",0.030679752044166,0.0075158901870014
Bất động sản,PDR,"volume_change,volume_zscore_20",0.03040316852128,0.0275947659162028
Bất động sản,HDC,"volatility_20,volatility_ratio",0.02994884437879,-0.0308056895800314
Bất động sản,VPI,"volume_ma_20,upper_shadow",0.0290205647481346,-0.0647834550405914
Bất động sản,VPI,"volume_match,ma_10_gap",0.0280864519567729,-0.0436595054201316
Bất động sản,VPI,volume_zscore_20,0.0278808895724379,-0.0351819069728074
Bất động sản,VPI,"volume_ma_5,price_acceleration",0.0275313319990976,-0.0427972821392281
Bất động sản,HDC,"momentum_20,vwap_gap",0.0268148033771659,-0.0329216075073799
Bất động sản,VPI,"volume_ma_20,volatility_10",0.0265302229410084,-0.044495548370343
Bất động sản,VPI,"volume_change,volume_zscore_20",0.0262496217418897,-0.0307253760772223
Bất động sản,HDC,"range_pct,volatility_20",0.026229048149471,-0.0198604456787703
Bất động sản,VPI,"volume_zscore_20,vwap_gap",0.0260601056458321,-0.0351817847863131
Bất động sản,VPI,"volume_ma_5,ma_50_gap",0.0259153133669691,-0.0266081747045721
Bất động sản,HDC,"volume_ratio_5,vwap_gap",0.0258175441266858,-0.0492297287761089
Bất động sản,KDH,"atr_gap,volatility_10",0.0255889117491798,-0.0115988888525937
Bất động sản,HDC,"volume_ratio_20,vwap_gap",0.0249195294743987,-0.052877255208694
Bất động sản,HDC,"volume_ratio_20,volatility_20",0.0248535025019797,-0.0105794236457454
Bất động sản,PDR,"volume_ratio_20,price_acceleration",0.0246229378209342,0.0117536117898834
Bất động sản,TCH,"price_acceleration,volatility_10",0.0245747965993197,-0.008018918570986
Bất động sản,TCH,"volume_ratio_5,volume_zscore_20",0.0245433044841566,-0.010286071541506
Bất động sản,VPI,"upper_shadow,price_acceleration",0.0243654780351731,-0.0756671243976716
Bất động sản,TCH,"overnight_return,volatility_10",0.023735285502562,-0.0221732805438288
Bất động sản,TCH,"gap_open,volatility_10",0.023735285502562,-0.0221732805438288
Bất động sản,KDH,"upper_shadow,vwap_gap",0.0234142761676617,-0.0392016471214988
Bất động sản,PDR,"atr_14,volatility_20",0.0233004592778917,0.0101796609416809
Bất động sản,KDH,"high_close_gap,volatility_5",0.0227394467851106,0.0374162533372864
Bất động sản,SJS,"volume_zscore_20,signed_volume",0.0220530775897956,-0.0747912866145776
Bất động sản,TCH,"atr_gap,ma_50_gap",0.0219605735015053,-0.0431373454903829
Bất động sản,TCH,"volume_ma_20,volume_zscore_20",0.0216301602975473,-0.0902426779741867
Bất động sản,KDH,"upper_shadow,obv_change",0.0212354037587039,-0.0456407622844439
Bất động sản,SJS,signed_volume,0.021170543808338,-0.0317759040050324
Bất động sản,TCH,"atr_gap,ma_5_gap",0.0211165941002126,-0.0313672171856072
Bất động sản,SJS,"high_close_gap,ma_20_gap",0.0208639595852535,-0.0362204123325835
Bất động sản,SJS,"volume_change,signed_volume",0.0208462405086609,-0.0346946466504476
Bất động sản,KDH,"momentum_20,vwap_gap",0.0207184878872558,-0.0032674653967821
Bất động sản,PDR,"upper_shadow,volatility_5",0.0201000974780019,0.0040079894920185
Bất động sản,KDH,"volume_change,vwap_gap",0.0199026655662959,0.0138287731158012
Bất động sản,KDH,"atr_gap,obv_change",0.019787493004471,-0.0036952936747984
Bất động sản,KDH,vwap_gap,0.0197667533869031,0.0220128393381384
Bất động sản,PDR,"price_acceleration,volatility_20",0.0191096663705029,-0.0135360523539524
Bất động sản,PDR,"volume_zscore_20,volatility_5",0.0185333838140915,0.0320155097456148
Bất động sản,PDR,"volume_ratio_20,upper_shadow",0.01852468761248,0.0127593402724679
Bất động sản,SJS,"high_close_gap,ma_10_gap",0.0184279772808271,-0.0225367039122068
Bất động sản,SJS,"vwap_gap,signed_volume",0.0175677044358727,-0.0252063050344795
Bất động sản,SJS,"ma_20_gap,vwap_gap",0.0172280275734661,-0.0405093505413456
Bất động sản,SJS,"close_low_gap,volatility_ratio",0.0171401482545386,-0.0329142718865547
Bất động sản,PDR,"volume_ratio_5,close_position",0.0168183700700305,-0.0316344060860622
Bất động sản,SJS,"ma_5_gap,vwap_gap",0.0167613872604081,-0.0391547020748357
Bất động sản,PDR,"volume_ratio_5,ma_cross_5_20",0.0166730826230918,-0.0208560511904716
Bất động sản,SJS,"ma_10_gap,vwap_gap",0.0154231634258481,-0.0333588233265746
Bất động sản,PDR,"volume_ratio_20,volatility_20",0.0139545675308392,-0.0027662925117073
Công nghệ Thông tin,CMG,"volatility_10,volatility_20",0.0333580928316413,-0.0489565689097997
Công nghệ Thông tin,CMG,"volume_ratio_5,close_position",0.0329781431976211,0.0308993384489083
Công nghệ Thông tin,CMG,volatility_10,0.0283491718305622,-0.0410731703407847
Công nghệ Thông tin,CMG,"volume_ratio_20,atr_gap",0.0212551282132364,0.0024111930252652
Công nghệ Thông tin,CMG,"volume_ratio_20,volatility_10",0.0208596316546657,-0.0369341621918981
Công nghệ Thông tin,CMG,"volume_ratio_5,volatility_5",0.0194409349622038,-0.0714906240318584
Công nghệ Thông tin,CMG,"atr_14,volatility_ratio",0.0194257975151425,-0.0322693899855066
Công nghệ Thông tin,CMG,"volume_ratio_20,volatility_20",0.0182318874679086,-0.0181868656840493
Công nghệ Thông tin,CMG,"volatility_10,vwap_gap",0.0177544991437915,-0.029651745626481
Công nghệ Thông tin,CMG,"atr_gap,volatility_10",0.0174365152449081,-0.019079990011446
Công nghệ Thông tin,FPT,"close_low_gap,vwap_gap",0.0065675832178045,0.0011716548538215
Công nghệ Thông tin,FPT,"close_position,vwap_gap",0.0044603260657825,0.0010509783344019
Công nghệ Thông tin,FPT,"close_low_gap,volatility_20",0.0014063576080117,0.011417449499085
Công nghệ Thông tin,FPT,"volume_ratio_5,upper_shadow",0.0003216730010828,-0.0209947233528189
Công nghệ Thông tin,FPT,"volatility_20,vwap_gap",-0.0021759358789064,-0.0078609279595394
Công nghệ Thông tin,FPT,close_position,-0.0035437618157783,0.0010509954086698
Công nghệ Thông tin,FPT,"volume_change,lower_shadow",-0.0044258929448239,-0.0624427769680118
Công nghệ Thông tin,FPT,"volume_ratio_20,close_position",-0.0052726043113757,-0.0037632945041863
Công nghệ Thông tin,FPT,"volume_ratio_20,upper_shadow",-0.0056859336031351,-0.0236236483849787
Công nghệ Thông tin,FPT,"intraday_return,close_position",-0.0065203481779814,-0.0070977914892691
Du lịch và Giải trí,SCS,"volatility_ratio,ma_cross_5_20",0.0707661805256197,-0.0877254006582699
Du lịch và Giải trí,SCS,"volume_change,ma_cross_5_20",0.0460937275918654,-0.0052757920365535
Du lịch và Giải trí,SCS,"price_acceleration,rolling_max_20_gap",0.0447814671521745,-0.0578813564382911
Du lịch và Giải trí,SCS,ma_cross_5_20,0.0427491221613435,-0.0065445386415174
Du lịch và Giải trí,SCS,"momentum_20,atr_gap",0.0425869836156489,-0.0243737043433061
Du lịch và Giải trí,SCS,"volatility_ratio,ma_50_gap",0.0398962282140737,-0.0768066789370411
Du lịch và Giải trí,SCS,"intraday_return,volatility_ratio",0.0398786516349262,-0.0475435180520471
Du lịch và Giải trí,SCS,"body_pct,volatility_ratio",0.0398786516349262,-0.0475435180520471
Du lịch và Giải trí,SCS,"ma_cross_5_20,vwap_gap",0.0391751459803293,-0.0066173677093934
Du lịch và Giải trí,SCS,"volume_ratio_20,volatility_ratio",0.0389700784708175,-0.0796828792533745
Du lịch và Giải trí,VJC,"return_10,momentum_20",0.0363216122266547,-0.0571255507644443
Du lịch và Giải trí,VJC,"close_position,momentum_5",0.0254397022293205,-0.0844299902452581
Du lịch và Giải trí,VJC,"momentum_5,price_acceleration",0.0129510111636863,-0.093551759585998
Du lịch và Giải trí,VJC,"momentum_5,momentum_20",0.0129504477391316,-0.0935529037234164
Du lịch và Giải trí,VJC,"momentum_20,price_acceleration",0.0129503885813354,-0.0935515241057181
Du lịch và Giải trí,VJC,"close_position,momentum_20",0.0117564103956514,-0.0464888366303906
Du lịch và Giải trí,VJC,"ma_50_gap,ma_cross_5_20",0.0102904941345532,-0.0272690577311345
Du lịch và Giải trí,VJC,"return_10,price_acceleration",0.0095017470665739,-0.0803460826683732
Du lịch và Giải trí,VJC,"close_position,return_10",0.0085293127195427,-0.037943988591635
Du lịch và Giải trí,VJC,"ma_20_gap,ma_cross_5_20",0.0070343389924936,-0.0731297627992586
Dầu khí,PVD,"upper_shadow,volatility_5",0.0703600703807819,-0.0415647994363288
Dầu khí,PVD,"overnight_return,ma_5_gap",0.0698819535337126,-0.0283297139864309
Dầu khí,PVD,"gap_open,ma_5_gap",0.0698819535337126,-0.0283297139864309
Dầu khí,PVD,"intraday_return,ma_5_gap",0.0670802216692155,-0.025015363194905
Dầu khí,PVD,"body_pct,ma_5_gap",0.0670802216692155,-0.025015363194905
Dầu khí,PVD,"adjust_return,overnight_return",0.0667304208405671,-0.033828802099016
Dầu khí,PVD,"adjust_return,gap_open",0.0667304208405671,-0.033828802099016
Dầu khí,PVD,"close_return,overnight_return",0.0666148053951721,-0.034648855107662
Dầu khí,PVD,"close_return,gap_open",0.0666148053951721,-0.034648855107662
Dầu khí,PVD,"adjust_return,intraday_return",0.0659778970343148,-0.0294862864731133
Dầu khí,PLX,"momentum_20,volatility_ratio",0.0649910302714523,-0.0381144776022881
Dầu khí,PLX,"momentum_5,true_range",0.0540606319084463,-0.0199635061337339
Dầu khí,PLX,"volume_ratio_5,volatility_ratio",0.0536594679741736,-0.0271341087214189
Dầu khí,PLX,"volume_zscore_20,volatility_ratio",0.0536339498351232,-0.0367877438827828
Dầu khí,PLX,"volatility_ratio,rolling_max_20_gap",0.0534682210153371,-0.0366344505680202
Dầu khí,PLX,"return_3,ma_50_gap",0.0522250316507724,-0.0514894048386112
Dầu khí,PLX,"high_close_gap,volatility_ratio",0.0514806581820386,-0.0506384619331869
Dầu khí,PLX,"atr_gap,volatility_ratio",0.0510550946004657,-0.0155350141968078
Dầu khí,PLX,"ma_5_gap,ma_10_gap",0.049255121139929,-0.0266883780552089
Dầu khí,PLX,rolling_max_20_gap,0.0469239066628245,-0.0127179415060394
Dịch vụ tài chính,VIX,"volume_zscore_20,rolling_min_20_gap",0.0779392009136755,0.0256507158013894
Dịch vụ tài chính,VIX,"range_pct,rolling_min_20_gap",0.0688233271836886,0.0229493204061559
Dịch vụ tài chính,VIX,"volume_zscore_20,return_3",0.0632641862405722,0.0039163822727603
Dịch vụ tài chính,VIX,"volume_zscore_20,ma_10_gap",0.0630533157266379,0.0065075668087608
Dịch vụ tài chính,VIX,"volume_ratio_5,rolling_min_20_gap",0.0625341392565215,0.0151567002267785
Dịch vụ tài chính,BSI,"volume_ma_20,vwap_gap",0.0624781188948624,-0.0182558053983528
Dịch vụ tài chính,VIX,"volume_ratio_5,ma_20_gap",0.0617288496377913,0.033503489592935
Dịch vụ tài chính,VIX,"close_position,rolling_min_20_gap",0.0614014062547275,0.0187526068564528
Dịch vụ tài chính,VIX,"close_position,ma_50_gap",0.061382518558152,0.0479252551732278
Dịch vụ tài chính,VIX,"volume_ratio_5,ma_50_gap",0.0613449680828026,0.0242048126993466
Dịch vụ tài chính,VIX,"volume_zscore_20,ma_20_gap",0.0602102156769237,0.0223394793563328
Dịch vụ tài chính,BSI,"close_position,upper_shadow",0.0548283973130995,-0.0808406407620505
Dịch vụ tài chính,BSI,"volume_ma_20,upper_shadow",0.0500018824706972,-0.0914475996319306
Dịch vụ tài chính,FTS,"volatility_20,volatility_ratio",0.0482099669123304,-0.0176420502094851
Dịch vụ tài chính,BSI,"upper_shadow,momentum_20",0.0478487794893971,-0.0530057213486367
Dịch vụ tài chính,BSI,"intraday_return,upper_shadow",0.0469964745725036,-0.051205933747958
Dịch vụ tài chính,BSI,"body_pct,upper_shadow",0.0469964745725036,-0.051205933747958
Dịch vụ tài chính,BSI,"intraday_return,close_position",0.0462681703455875,-0.0322238237417309
Dịch vụ tài chính,BSI,"body_pct,close_position",0.0462681703455875,-0.0322238237417309
Dịch vụ tài chính,BSI,"intraday_return,high_close_gap",0.045732350991603,-0.0864917427694262
Dịch vụ tài chính,BSI,"body_pct,high_close_gap",0.045732350991603,-0.0864917427694262
Dịch vụ tài chính,VCI,"close_position,obv_change",0.0449173879190651,-0.0098691534137671
Dịch vụ tài chính,VND,"close_position,volatility_ratio",0.0417747603652502,-0.0480735135555159
Dịch vụ tài chính,VCI,"intraday_return,body_pct",0.0384692851376845,-0.0128281114780302
Dịch vụ tài chính,VCI,intraday_return,0.0384691906571611,-0.0128281720348559
Dịch vụ tài chính,VCI,body_pct,0.0384691906571611,-0.0128281720348559
Dịch vụ tài chính,VCI,close_position,0.0373616128204565,-0.0416669626600727
Dịch vụ tài chính,FTS,"ma_50_gap,rolling_min_20_gap",0.0366956423652958,-0.0452254389176984
Dịch vụ tài chính,FTS,"range_pct,volatility_20",0.0366904150189889,-0.0311264641034607
Dịch vụ tài chính,HCM,"volume_zscore_20,upper_shadow",0.0364491893171086,-0.0227635111710244
Dịch vụ tài chính,EVF,"close_low_gap,volatility_ratio",0.0354265705536046,-0.02021510410525
