label,policy,sharpe,max_dd,final_equity,cagr,positive_days,n_days,n_active_days
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r20_k5_m1,0.5817287293297131,-0.2059937008748306,1.2642671039492643,0.09501857335219377,133,651,225
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r20_k5_m1,1.80701193769654,-0.09257575869813217,1.8511029242671462,0.269175002664372,219,651,355
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r20_k5_m1,2.2832347720059283,-0.05635689552274692,1.7287832602586608,0.23602882662532432,213,651,343
baseline,conf_ratio_q70_pressure_nonneg_r20_k15_m5,0.967440079670325,-0.2532184683436861,1.5740965726772442,0.19198340473437736,252,651,407
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.450060940799976,-0.12716966690914033,1.7152805000114597,0.2322827832357246,218,651,347
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.332399551784333,-0.09685222723076847,1.687613249000573,0.2245502649659714,228,651,362
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r20_k15_m5,0.974375750112226,-0.12739681301979444,1.4723178876170313,0.16153653045978422,221,651,358
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.0845676966315938,-0.1488002705345738,1.624754126179515,0.20668862493593831,244,651,391
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.382833732516477,-0.08299374327344988,1.429129916077094,0.14822701058366605,252,651,407
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.3473520852388827,-0.11681952905837989,1.5469389155612305,0.18398023082338466,252,651,407
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.2942513920316996,-0.1388073583990702,1.6067299333720169,0.2014890754230365,252,651,407
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r20_k15_m5,0.754208610667939,-0.2186928067081907,1.3318345760201873,0.11731159075149011,191,651,313
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r20_k15_m5,0.7692074975500014,-0.15373110650890998,1.2865346721684132,0.10244443039583073,148,651,236
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r20_k15_m5,0.5506325585461915,-0.19278145694686966,1.1917477182010872,0.07026348378258618,135,651,216
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.5810646621688595,-0.07650420575633954,1.6489649700611837,0.21361753789622573,228,651,362
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r20_k15_m5,1.762388439251862,-0.06585023312342675,1.5641677295752403,0.18906733057295777,218,651,347
baseline,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.0002052701855675,-0.2532184683436861,1.5547426049711488,0.18628868216767658,254,651,407
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.7777372486463443,-0.07825031745717059,1.840893442295774,0.2664607529413012,228,651,359
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.3609508482616586,-0.09689951288696985,1.6201867718453375,0.20537441010653668,228,651,362
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.210996881140535,-0.11612006929058238,1.5777854377268683,0.19306394148322048,234,651,374
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.1360665064516868,-0.1472924416396313,1.6047773093601123,0.20092364791015926,246,651,391
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.5172527698611478,-0.08299374327345,1.4234016235113458,0.14644325612054154,254,651,407
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.4166820361712003,-0.11681952905838011,1.5402496990117847,0.1819957698761554,254,651,407
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.3517605748798152,-0.13880735839907032,1.6058430145915548,0.20123229977924706,254,651,407
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r20_k15_m6,0.7216506489932719,-0.20273514369706436,1.2876938085944303,0.10282881806659572,187,651,306
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.144096990859776,-0.15034402028790395,1.4333826468246154,0.149548451947638,153,651,234
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r20_k15_m6,0.7372327211524979,-0.16232683595608732,1.2665483465912222,0.09578299627091802,141,651,221
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.6670199883354748,-0.08041957766651575,1.6379219065761852,0.21046490691341724,228,651,362
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r20_k15_m6,2.029004944989052,-0.05474917218893016,1.5651963456251532,0.18936995813170054,228,651,359
baseline,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.0175656440986482,-0.24640245391581272,1.5643175291419837,0.18911141046167024,255,651,407
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.781764341812889,-0.07806792811226115,1.8376270081595347,0.2655904051009219,229,651,359
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.3632787472973695,-0.09419201512783348,1.6177654520223566,0.20467677615412705,229,651,362
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.2126574531347982,-0.11256595289791327,1.5748302620525259,0.19219843945817172,235,651,374
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.1433549372899734,-0.1478158378641059,1.6078705251741285,0.20181916536158284,247,651,391
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.425624791140613,-0.08220484073443501,1.4423210534463498,0.15231805064003545,255,651,407
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.3709448994143856,-0.11573723655126722,1.5566612439610048,0.18685515689926513,255,651,407
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.3287471943836349,-0.1375434244613294,1.6249125022008173,0.2067341555574027,255,651,407
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r20_k20_m6,0.883425388650636,-0.17298462580393614,1.3773504637905654,0.1319406637888476,193,651,309
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r20_k20_m6,0.8312308799551871,-0.1586626527845465,1.3164517547249563,0.11229829136007896,158,651,241
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r20_k20_m6,0.7775930071464745,-0.15545879181878608,1.291764249500172,0.10417696215819938,144,651,223
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.608581045822908,-0.07736572173124812,1.6597690803423748,0.21668945256859407,229,651,362
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r20_k20_m6,2.0174686099308037,-0.05433614743450088,1.5636146481689468,0.18890455890925617,229,651,359
baseline,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.611580074177562,-0.2464024539158125,1.2841412795450926,0.10165007201196019,248,651,398
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r10_k20_m5,1.399845021590279,-0.1181318192084202,1.6389955094787423,0.2107719752431121,224,651,351
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.921081767843202,-0.12844870886586157,1.4115275382539352,0.1427316776689338,230,651,366
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.7722599678742066,-0.13790007383122704,1.3337325413908443,0.11792767810649196,229,651,368
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.8209831190684168,-0.14781583786410568,1.405178310089822,0.14073919252545686,247,651,392
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r10_k20_m5,1.0425749506599997,-0.08220484073443524,1.2646153781201674,0.0951353313953982,248,651,398
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.9072732379074192,-0.11573723655126711,1.3050976578837155,0.10857488731579457,248,651,398
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.8246530625920747,-0.1378319437344261,1.3170618114896804,0.11249779207551458,248,651,398
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.5302627379560536,-0.18056313579863636,1.1944694911274507,0.0712090112060193,185,651,303
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.6486240610588285,-0.1877222136874943,1.2064226491552488,0.07534590735123303,147,651,238
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.46280744471996677,-0.15866312248396564,1.1404981775973526,0.052206871851199654,127,651,207
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r10_k20_m5,1.1909865219121265,-0.08344755100985957,1.4563331765911653,0.15663866746617527,230,651,366
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r10_k20_m5,1.5354032434308515,-0.06656459435440332,1.4564768969385506,0.15668285112132452,224,651,351
baseline,conf_ratio_q70_pressure_nonneg_r20_k5_m3,0.9884796878046233,-0.2771580946675146,1.6651295200317267,0.21820902966831301,248,651,427
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.5202878369179937,-0.14702582044538326,1.840571966335028,0.2663751370497811,212,651,361
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.1905029180923168,-0.13218071590042013,1.6491748517205558,0.21367733050694393,211,651,360
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.1231486998963627,-0.13102965419386225,1.64544205959218,0.21261320856767774,221,651,378
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.1300334554590536,-0.14863769593244758,1.6771538769597159,0.22160682160513945,232,651,399
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.495001881088926,-0.07822499799307314,1.4819092013262551,0.16445976787438732,248,651,427
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.503993386831364,-0.11016570179281937,1.6285518961918772,0.20777967573495681,248,651,427
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.485891514661217,-0.13094779537963153,1.724603930042311,0.23487128575294958,248,651,427
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r20_k5_m3,0.6626308657854872,-0.16724281042467892,1.3123139527327676,0.1109436497624996,175,651,313
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r20_k5_m3,0.8483299603609511,-0.1769312839360888,1.335992756158217,0.1186606525398497,118,651,204
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r20_k5_m3,0.7542579646698987,-0.18314340060241407,1.300234731237592,0.10697409158884019,109,651,180
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.65066179303543,-0.08336881167250498,1.6893466429888253,0.22503699022159607,211,651,360
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r20_k5_m3,1.7691309441671197,-0.08283703463685832,1.606946847412284,0.2015518619109784,212,651,361
baseline,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.36517825129614584,-0.24640245391581284,1.123507274668685,0.04611098704820171,226,651,367
dd_stop_t8_p5,conf_ratio_q80_pressure_nonneg_r10_k20_m5,1.1798979193329637,-0.07958526358926843,1.4052373555157562,0.14075774727707446,213,651,337
dd_stop_t10_p10,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.807010662411936,-0.0913959238647859,1.2723321006520762,0.09771730350254648,217,651,346
dd_stop_t12_p15,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.6547190229556459,-0.11207129736547183,1.2142170591563302,0.07802997691221147,214,651,344
dd_stop_t15_p10,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.33458227006947533,-0.1478158378641058,1.0991398692845957,0.03726916774943012,217,651,350
vol_scale_tv7,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.8621855385854353,-0.08582189318029554,1.2221932738344727,0.080765742113871,226,651,367
vol_scale_tv10,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.6180446693777336,-0.1212144922247178,1.1954502018534796,0.07154938051652437,226,651,367
vol_scale_tv12,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.47248442948334846,-0.13981056032690042,1.159288756118001,0.0588839619684296,226,651,367
regime_gate_lb10_m50,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.6358000158871144,-0.15039806188101223,1.1921660080342293,0.07040888114664123,160,651,250
regime_gate_lb10_m55,conf_ratio_q80_pressure_nonneg_r10_k20_m5,1.048779378793108,-0.10433210286547567,1.2487927916564359,0.08981082168554688,122,651,191
regime_gate_lb15_m55,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.6200842869577317,-0.09903635366776042,1.1404318493221717,0.05218318362537433,106,651,169
dd_vol_t10_p10_tv10,conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.8243145453529517,-0.09447597466036184,1.2754341017024444,0.09875251084165804,217,651,346
dd_vol_t8_p5_tv7,conf_ratio_q80_pressure_nonneg_r10_k20_m5,1.3089604594093212,-0.056537907179691205,1.3529062464878128,0.12412162878633337,213,651,337
baseline,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.1778334910680501,-0.2771580946675146,1.8787947583511546,0.27649115242871614,252,651,427
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.742752919598918,-0.13405107077948064,2.07055705529666,0.325428596374594,215,651,361
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.4118564144200574,-0.1321807159004197,1.8552442866155527,0.2702733917953146,214,651,360
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.3413564226191108,-0.11832532534271689,1.8565810524297341,0.2706276134534069,225,651,378
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.3421101520319898,-0.1486376959324479,1.8923620505630083,0.2800515031070676,236,651,399
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.4908149432720146,-0.07822499799307336,1.4968376264917918,0.1689866676770182,252,651,427
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.5501762209217438,-0.11016570179281926,1.6850923614896738,0.22384186973588505,252,651,427
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.5495095098561547,-0.13094779537963153,1.7968118404474032,0.2546342405071984,252,651,427
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r20_k5_m1,0.7916367029645397,-0.16724281042467914,1.4021621736163248,0.1397907492256414,183,651,318
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r20_k5_m1,0.9791292790781804,-0.17693128393608903,1.4143014703678525,0.1436004559202515,128,651,217
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r20_k5_m1,0.925281478561697,-0.18314340060241407,1.3964716658621714,0.1379979220439438,119,651,194
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.688677199703271,-0.08336881167250398,1.7465901298018214,0.24094163377072042,214,651,360
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.7560708193810683,-0.08283703463685799,1.6222186469150688,0.20595934376336933,215,651,361
baseline,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.3528799403577553,-0.253218468343686,1.1180538436913068,0.04414247323031106,225,651,367
dd_stop_t8_p5,conf_ratio_q80_pressure_nonneg_r10_k15_m5,1.3392783774550308,-0.07304504551546542,1.4526847929253723,0.15551615607756997,212,651,337
dd_stop_t10_p10,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.7171556245064482,-0.10637041267763048,1.2383874245314992,0.08628670552571172,216,651,348
dd_stop_t12_p15,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.6685565947893138,-0.10802976926030106,1.2196028401655348,0.07987845122204362,213,651,344
dd_stop_t15_p10,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.3420302481998158,-0.14729244163963118,1.1020016012793077,0.0383137456894711,216,651,350
vol_scale_tv7,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.8501998701537091,-0.08414701781842726,1.2191886156618326,0.0797364614719116,225,651,367
vol_scale_tv10,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.6161354625282498,-0.1187852682005861,1.195441149952687,0.07154623971100582,225,651,367
vol_scale_tv12,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.49191594398514776,-0.13859353039272604,1.1671380949909371,0.061653520729505695,225,651,367
regime_gate_lb10_m50,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.6125396034496099,-0.14597491806400398,1.1829559690930151,0.06720020977945396,159,651,250
regime_gate_lb10_m55,conf_ratio_q80_pressure_nonneg_r10_k15_m5,1.0201479502996418,-0.10250321976866728,1.2400811495751711,0.08686157396016614,121,651,191
regime_gate_lb15_m55,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.6180543250958161,-0.09836267229404494,1.1404131928131425,0.052176520559130024,105,651,169
dd_vol_t10_p10_tv10,conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.7677242037814244,-0.11878526820058455,1.263491050014845,0.09475833229170294,216,651,348
dd_vol_t8_p5_tv7,conf_ratio_q80_pressure_nonneg_r10_k15_m5,1.3478080777792518,-0.05559864460722208,1.398607833596437,0.13867145798712022,212,651,337
baseline,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.5778873443872855,-0.2532184683436862,1.2640559440991042,0.09494777294172696,245,651,398
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r10_k15_m5,1.507343818774768,-0.11981431484337479,1.6848864296489492,0.22378397208859124,221,651,351
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.9090795872915263,-0.12847049966484536,1.40504040406805,0.1406958543353689,227,651,366
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.8629792050362542,-0.12847049966484536,1.3812392350163814,0.1331767130890147,227,651,368
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.5736823664810043,-0.1472924416396313,1.2403516878773937,0.0869533529785409,235,651,381
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r10_k15_m5,1.1181874411068295,-0.08299374327344955,1.3168145030458986,0.11241692411513893,245,651,398
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.9831090444887114,-0.11681952905838,1.3555142613241407,0.1249599661875671,245,651,398
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.899192359480629,-0.13880735839907032,1.3684471668419556,0.12910266592764352,245,651,398
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.43617562794371556,-0.1935039053632035,1.1485792938475774,0.055086636383024024,179,651,297
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r10_k15_m5,1.227912363564701,-0.11132797060148303,1.417013932673167,0.1444489728804106,142,651,227
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.5278601375411084,-0.16139492788830656,1.1577617950692585,0.05834385516628915,125,651,202
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r10_k15_m5,1.1100135880759212,-0.08234089768321962,1.3936451906896434,0.13710576018233445,227,651,366
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r10_k15_m5,1.5930759090087228,-0.06727158074556416,1.4343212427686234,0.14983977592911057,221,651,351
baseline,conf_ratio_q70_pressure_nonneg_r20_k10_m5,0.9340049000883884,-0.2526021760141651,1.5510944113506355,0.1852103764787043,244,651,407
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.4160693344332334,-0.12926820736205635,1.7008798350483336,0.2282676652317046,209,651,347
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.2953347019662236,-0.09990527640833036,1.6691302721640433,0.2193412097627887,219,651,362
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r20_k10_m5,0.9523231835571692,-0.12901632449002642,1.460863949748882,0.1580302702038543,212,651,358
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.0455798652067367,-0.1489190000490891,1.5998005616940214,0.19948060571973425,236,651,391
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.3049104192551861,-0.07969959054528974,1.4034166604616483,0.140185382328754,244,651,407
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.2998541633180063,-0.11224208530546587,1.5256437976542572,0.1776442657399615,244,651,407
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.2595023970353876,-0.13341529180038947,1.5901907498441135,0.19668636940929352,244,651,407
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r20_k10_m5,0.8048983853755161,-0.20717159780514505,1.3652456841458012,0.12807940178886668,184,651,307
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r20_k10_m5,0.7073524203706759,-0.14822585977299962,1.262299896232775,0.09435870145554803,135,651,220
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r20_k10_m5,0.8934532997425608,-0.17652194099753316,1.3627185619302005,0.12727063895486368,130,651,200
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.4811282691677987,-0.07786418532379136,1.5707645379157356,0.1910060553014299,219,651,362
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r20_k10_m5,1.6952977060521097,-0.06911546330861695,1.5457295438707848,0.18362184178700858,209,651,347
baseline,conf_ratio_q70_pressure_nonneg_r10_k20_m1,0.9105685280330632,-0.2464024539158126,1.5270443354874588,0.1780626287102478,253,651,408
dd_stop_t8_p5,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.83819528952695,-0.13305164019460236,2.038022176337975,0.3173275356438181,230,651,361
dd_stop_t10_p10,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.3487525775640814,-0.13597186880458811,1.7140583553251965,0.2319428354162656,220,651,349
dd_stop_t12_p15,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.1827281734055202,-0.15614624760954,1.6498845322605273,0.2138794749107864,236,651,378
dd_stop_t15_p10,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.0524763493316467,-0.15614624760954,1.5704828227985759,0.1909233646415971,244,651,391
vol_scale_tv7,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.2559111767073368,-0.08220484073443479,1.3866880451405965,0.13490503936203746,253,651,408
vol_scale_tv10,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.1799264863946368,-0.11573723655126644,1.4674874708774548,0.16005989723881786,253,651,408
vol_scale_tv12,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.1238267182912078,-0.13754342446132894,1.5065483676823201,0.17191651857864976,253,651,408
regime_gate_lb10_m50,conf_ratio_q70_pressure_nonneg_r10_k20_m1,0.5519147568070728,-0.23879805332153803,1.218496193947991,0.07949904398554586,184,651,306
regime_gate_lb10_m55,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.2012710701975273,-0.156479606950226,1.4674089067586145,0.1600358559949897,147,651,235
regime_gate_lb15_m55,conf_ratio_q70_pressure_nonneg_r10_k20_m1,0.418347335802154,-0.21830673855256266,1.1338554614985086,0.04983031233956692,123,651,203
dd_vol_t10_p10_tv10,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.1398604074505456,-0.13354630712384719,1.4409163938221992,0.15188350966248443,220,651,349
dd_vol_t8_p5_tv7,conf_ratio_q70_pressure_nonneg_r10_k20_m1,1.7102972437347705,-0.07612291102758284,1.5632497331891,0.18879714523584168,230,651,361
baseline,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.30619897090866227,-0.2464024539158125,1.0965440970886153,0.03632022670192292,217,651,357
dd_stop_t8_p5,conf_ratio_q80_pressure_nonneg_r10_k20_m6,1.106054132055849,-0.07958526358926865,1.3715129060055435,0.13008116911755563,204,651,327
dd_stop_t10_p10,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.7354079715572461,-0.0913959238647859,1.2417972593170954,0.08744354939842136,208,651,336
dd_stop_t12_p15,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.5833128919712202,-0.1138065484568791,1.1850769272453574,0.0679404804049295,205,651,334
dd_stop_t15_p10,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.2672337537619929,-0.14781583786410557,1.0727614878098548,0.02756115974477691,208,651,340
vol_scale_tv7,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.8106308720855362,-0.0839684963785221,1.2048674605076157,0.07480909440051842,217,651,357
vol_scale_tv10,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.5615547510137546,-0.11851498146321349,1.172283267859275,0.06346275316060623,217,651,357
vol_scale_tv12,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.4081834741291257,-0.1392808357912555,1.1310565500814809,0.04882639267308497,217,651,357
regime_gate_lb10_m50,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.4908665280572418,-0.1511595490184935,1.1398475929810603,0.05197448806858751,146,651,234
regime_gate_lb10_m55,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.8138826925199455,-0.10570106369501397,1.1836320285205035,0.06743626070252118,107,651,174
regime_gate_lb15_m55,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.3730253878833981,-0.09903635366776065,1.0770542724966987,0.029150919158519972,91,651,151
dd_vol_t10_p10_tv10,conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.7695484996621046,-0.09221513073024523,1.250717139337737,0.09046059049425237,208,651,336
dd_vol_t8_p5_tv7,conf_ratio_q80_pressure_nonneg_r10_k20_m6,1.249267421819557,-0.05490557718875111,1.330087137736109,0.1167438891403707,204,651,327
baseline,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.3363711180647309,-0.2464024539158126,2.070185807296439,0.3253365987373016,251,651,427
dd_stop_t8_p5,conf_ratio_q80_pressure_nonneg_r20_k20_m1,2.0661296953687622,-0.11051024624054806,2.5489214112226874,0.4364789596849492,220,651,365
dd_stop_t10_p10,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.606497041987107,-0.1331042727699322,2.0780225114212345,0.3272764426400909,222,651,371
dd_stop_t12_p15,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.4889433078049494,-0.13805494035279509,2.0840981429072536,0.32877727929459155,231,651,394
dd_stop_t15_p10,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.4047070867125597,-0.1478158378641058,2.0060483972235867,0.3092885899218534,235,651,400
vol_scale_tv7,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.4348030604952702,-0.08326770871671652,1.5051563171472624,0.17149723179861898,251,651,427
vol_scale_tv10,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.496175168832123,-0.11721298187074558,1.665445903425936,0.21829862424898616,251,651,427
vol_scale_tv12,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.505433161298525,-0.13928083579125505,1.77506240869468,0.24873358127094858,251,651,427
regime_gate_lb10_m50,conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.004659272973469,-0.21714451095183152,1.562538169500699,0.18858765040520864,178,651,313
regime_gate_lb10_m55,conf_ratio_q80_pressure_nonneg_r20_k20_m1,0.9123713183929062,-0.20828687599480167,1.3971255902949662,0.13820417213379366,123,651,211
