Date,n_predictions,actual_mean,actual_std,actual_abs_mean,actual_abs_q90,predicted_mean,predicted_std,predicted_abs_mean,predicted_abs_q90,abs_error_mean,abs_error_q90,sign_mismatch_share,tail_shrinkage_ratio_q90,tail_shrinkage_gap_q90
2017-12-13,75,0.011966193094849567,0.019963089598169968,0.017036084933206398,0.039878323674201924,0.0004648114626130853,0.001462220428529805,0.0011008624822473243,0.002121445862576341,0.016826117727735714,0.03895699197018982,0.4533333333333333,0.05319796990234939,0.03775687781162558
2017-12-14,75,0.007250065355716867,0.017547755864536208,0.013185961295384869,0.02640359401702877,0.0004493955857469554,0.0013408991477022458,0.0009975794907464827,0.0021476729772984624,0.01336008352373024,0.026239801681367626,0.49333333333333335,0.0813401757318848,0.02425592103973031
2017-12-15,75,0.008790389898543544,0.024164664365328423,0.01853279492196933,0.04663178101181985,0.00017017181892394688,0.0013529644852615797,0.000988903733547537,0.002056458918377721,0.018859136350923355,0.047412909424747275,0.56,0.04409994372414097,0.04457532209344213
2017-12-18,75,-0.0026189230739449426,0.02096410753387087,0.01500038175998872,0.033037285506725265,-0.0003580390638671632,0.0014729953370749874,0.001170308151534555,0.0022982266265898403,0.014888367013772899,0.03337528556585305,0.56,0.06956463254591543,0.030739058880135426
2017-12-19,74,0.0070231587286233,0.024207672378040637,0.01638976794768221,0.032164495624601816,4.9387317858417125e-05,0.0017458835329949409,0.0012770762705688384,0.002567761694081061,0.016242617616890574,0.031634965504053994,0.4594594594594595,0.07983217657288692,0.029596733930520754
2017-12-20,74,-0.005050515748145104,0.02072381412483528,0.014468829274945222,0.031608998402953135,0.0005616865771141291,0.0017381266496237996,0.0013621305291519968,0.003111773496493601,0.014913362660622202,0.035847992217168174,0.6486486486486487,0.09844581143712788,0.028497224906459534
2017-12-21,74,-0.0005323381408595905,0.014633855919758054,0.010853087246367616,0.02146940585225815,0.0007069845205109674,0.001696370856648266,0.0013525497937906645,0.00294223490636789,0.011085651762739923,0.023789578652940603,0.5675675675675675,0.1370431453303784,0.01852717094589026
2017-12-22,72,-0.002900487192770604,0.020974376560614336,0.01615022354477934,0.031527086719870555,0.0006806054679044585,0.0017454002212854525,0.0014077516232443722,0.0033323004608973397,0.01646342859435708,0.03089514468447312,0.6388888888888888,0.10569642829691248,0.028194786258973214
2017-12-25,75,0.006764562890554451,0.018365481980483628,0.013971002992863414,0.03386704474687574,-6.463269094334731e-05,0.0018762645742423007,0.0014052101147777774,0.0023182283155619805,0.013785041970428779,0.03270056373439731,0.52,0.06845085932027886,0.03154881643131376
2017-12-26,76,0.0022508759039307014,0.016706864284354268,0.011250574570639313,0.01962938811630005,0.0004930987118936303,0.002226161190763958,0.0016366451816697172,0.0032888216665014,0.011392255205129483,0.0218263383576413,0.5526315789473685,0.16754580667598065,0.01634056644979865
2017-12-27,75,0.010025574398847895,0.019718403422974748,0.013984868521802085,0.032751212269067735,0.0008003502337843642,0.0018561484984371765,0.0014408998139280019,0.00298416200093916,0.01385584623798494,0.030896540777757785,0.5066666666666667,0.09111607767134736,0.029767050268128575
2017-12-28,76,0.005193254051463496,0.017735782320331902,0.01368714200744805,0.031880123540759,0.0007676357411068269,0.001699917833654092,0.0013262538447310567,0.0028466511284932,0.013603617527636652,0.03184065484674645,0.5,0.08929234934907743,0.029033472412265802
2017-12-29,76,0.015716260072383022,0.02392797731314744,0.021607867411435788,0.0513980090618133,0.0005831437318097096,0.0017566220253433316,0.001265629291083262,0.0024219491751863997,0.02141760519579719,0.052327467477880404,0.5526315789473685,0.047121458970787504,0.0489760598866269
