stocks,target_mode,target_column,window_size,feature_pool,min_combo_size,max_combo_size,min_rel_score,tested_combinations,good_combinations,best_val_rel_score,best_test_rel_score,best_features
VIX,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.07116975033208661,0.02731713694054272,"momentum_20,rolling_max_20_gap"
VSC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.02913632745858874,0.024989441041112892,"intraday_return,ma_20_gap"
CII,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,19,0.05206667092297068,0.024657584422490775,"close_position,ma_200_gap"
VCG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.023178801206077404,0.01958436830736776,"upper_shadow,macd_hist"
BCM,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,7,0.037568956989338265,0.018018907107128723,"lower_shadow,volatility_20"
GEX,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,3,0.033734797210720036,0.01787132096962918,"intraday_return,bb_position"
MSN,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,2,0.04053882267490694,0.017530424829135915,"atr_gap,volatility_20"
PDR,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,17,0.05662355016814724,0.015919714990701883,"volume_zscore_20,above_ma_200"
BVH,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,29,0.05750500497631483,0.013688578659811323,"atr_gap,ma_200_gap"
DXG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,24,0.0725138010732741,0.01288097438447644,"close_position,momentum_20"
STB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.05304891662346978,0.010603854208076857,"intraday_return,bb_width"
DBC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,9,0.04531088535888572,0.00940192002529494,"gap_open,above_ma_200"
BMP,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.01179311882709233,0.009134157235933915,"momentum_20,obv_change"
NKG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.0005107507601430639,0.007400181669557249,"volume_ratio_20,volatility_20"
HDG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.0039668236638242815,0.007328159920687138,lower_shadow
VHC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,-0.0012298983607719194,0.006273348203786888,"lower_shadow,bb_width"
DCM,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,3,0.034814011963142155,0.0032945392708652044,"volume_ratio_20,upper_shadow"
HPG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,10,0.045039101503889456,0.00286670011149448,"momentum_5,above_ma_200"
SHB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.0011506341816297505,0.002552617431276105,"vwap_gap,obv_change"
PVD,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.02386592062837234,0.0025394476053618442,vwap_gap
PHR,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.01693716628651709,0.0024557961300430975,"gap_open,obv_change"
ACB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.025660974325826147,0.0015794726858854302,"intraday_return,close_position"
HT1,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,12,0.052825392214827405,0.0008767459617878837,"gap_open,close_position"
VNM,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,2,0.033792518356360546,0.000484088488824308,"lower_shadow,atr_gap"
MBB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.01902677379825346,0.0004475751737219591,"lower_shadow,bb_position"
VGC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,2,0.03536019902576881,0.00018505574082128273,"upper_shadow,lower_shadow"
DGW,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.0424171821327205,7.720624268259257e-05,"volatility_20,above_ma_200"
HDC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,-0.0002198907023807095,-0.0009053283253868116,"bb_width,macd_signal"
DGC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,10,0.0662299036079036,-0.00099989745250606,"intraday_return,bb_position"
KDH,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,4,0.04595230225380742,-0.0010617665223171535,"gap_open,volatility_20"
HAG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,9,0.0537293038576081,-0.0013353415338017705,"gap_open,volatility_20"
PLX,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.047242155241085215,-0.002676527979843968,"gap_open,obv_change"
BID,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.031009349575367495,-0.003322020767863698,"atr_gap,ma_20_gap"
FTS,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,15,0.06793337054992421,-0.003424197755878877,"volume_zscore_20,lower_shadow"
VPB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.08264656098780632,-0.006946268513062792,"close_position,momentum_20"
HDB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,5,0.03887744791646486,-0.007146897001022001,"volume_ratio_20,gap_open"
GMD,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.026468735700419965,-0.007482748728116162,"intraday_return,volatility_20"
DIG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,21,0.07005422150714624,-0.008276417544873738,"close_position,bb_width"
LPB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,36,0.05978719060995574,-0.0087796044908377,"atr_gap,above_ma_200"
ANV,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.03271320181235615,-0.008811035760170727,volume_ratio_20
SAB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.071775032927343,-0.00969436104807242,"volume_ratio_20,close_position"
GVR,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.06151560885938223,-0.010902092127130114,"atr_gap,bb_width"
SCS,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.005001282541757246,-0.011367211522504306,"gap_open,ma_200_gap"
MWG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,6,0.048734721736335085,-0.011437221611281245,"volume_zscore_20,bb_width"
