sector,feature,stocks_hit,appearances,mean_test_rel_score,max_test_rel_score
Bất động sản,volatility_20,10,25,0.031800367773717524,0.0701919438765161
Bất động sản,gap_open,10,20,0.03607660730162927,0.0641048797414743
Bất động sản,ma_200_gap,10,15,0.05239317692415056,0.1198740746355419
Bất động sản,bb_width,9,28,0.03760408047863641,0.1376172706520294
Bất động sản,macd_signal,9,17,0.050039159221497785,0.1223749538791311
Bất động sản,atr_gap,9,15,0.0410862034885722,0.1195127292659571
Bất động sản,upper_shadow,8,27,0.05155487450066167,0.1231448908213728
Bất động sản,volume_zscore_20,8,15,0.04957016678375562,0.1199185693308348
Bất động sản,momentum_5,8,10,0.057715852736672194,0.1188456609141159
Bất động sản,intraday_return,8,9,0.04294020040601724,0.1029959716977535
Bất động sản,volume_ratio_20,7,17,0.040397854174756526,0.0760451035742755
Bất động sản,momentum_20,7,15,0.0703127575791188,0.124932308192373
Bất động sản,bb_position,7,14,0.03709425840227117,0.0856032700293966
Bất động sản,bb_zscore,7,14,0.03709425840227117,0.0856032700293966
Bất động sản,obv_change,7,11,0.05249913860482031,0.1376172706520294
Bất động sản,above_ma_200,7,11,0.039904226197248,0.1223749538791311
Bất động sản,macd,6,13,0.057725668634140456,0.124932308192373
Bất động sản,rolling_max_20_gap,5,11,0.05329092963428351,0.1221577582809955
Bất động sản,ma_20_gap,5,6,0.056318824314797115,0.1231448908213728
Bất động sản,lower_shadow,4,7,0.04382903154251501,0.0696899836673708
Bất động sản,close_position,4,5,0.031515977613769244,0.058453639521379
Bất động sản,macd_hist,3,3,0.07468789510485781,0.1199185693308348
Công nghệ Thông tin,close_position,2,9,0.0012088820677715888,0.0125127696500715
Công nghệ Thông tin,volatility_20,2,6,0.010130105188352034,0.0191542759295013
Công nghệ Thông tin,volume_ratio_20,2,5,0.0079425062612874,0.0212551107949885
Công nghệ Thông tin,above_ma_200,2,2,0.00983782712972565,0.0191542759295013
Công nghệ Thông tin,bb_width,2,2,0.0034119050351094503,0.0121463158662373
Công nghệ Thông tin,atr_gap,1,3,0.014376210274561567,0.0212551107949885
Công nghệ Thông tin,lower_shadow,1,2,0.0111962739633941,0.0112084809947577
Công nghệ Thông tin,vwap_gap,1,2,0.00114219509343805,0.0044603260657825
Công nghệ Thông tin,upper_shadow,1,2,-0.0055041971183691,-0.0053225057960184
Công nghệ Thông tin,volume_zscore_20,1,1,0.0129028835979,0.0129028835979
Công nghệ Thông tin,momentum_20,1,1,0.0125127696500715,0.0125127696500715
Công nghệ Thông tin,bb_position,1,1,-0.0065134466341481,-0.0065134466341481
Công nghệ Thông tin,bb_zscore,1,1,-0.0065134466341481,-0.0065134466341481
Công nghệ Thông tin,intraday_return,1,1,-0.0065203047162607,-0.0065203047162607
Du lịch và Giải trí,momentum_20,2,7,0.013428757157866414,0.0425867585219396
Du lịch và Giải trí,momentum_5,2,7,0.015032364457757129,0.0366615374941041
Du lịch và Giải trí,volatility_20,2,5,0.0134557377252926,0.0367661826101107
Du lịch và Giải trí,intraday_return,2,4,0.026175070804614276,0.0380585864892094
Du lịch và Giải trí,atr_gap,2,3,0.024095434419969402,0.0425867585219396
Du lịch và Giải trí,ma_20_gap,2,3,0.010718425842344932,0.0367021764039317
Du lịch và Giải trí,macd_hist,1,2,0.038452162770402254,0.0388457390515951
Du lịch và Giải trí,ma_200_gap,1,2,0.036578018113948,0.0366658125291303
Du lịch và Giải trí,close_position,1,2,0.018598243372600298,0.0254396483786816
Du lịch và Giải trí,lower_shadow,1,1,0.0388457390515951,0.0388457390515951
Du lịch và Giải trí,macd_signal,1,1,0.0370183906163051,0.0370183906163051
Du lịch và Giải trí,vwap_gap,1,1,0.0364902236987657,0.0364902236987657
Du lịch và Giải trí,rolling_max_20_gap,1,1,0.0351091270613037,0.0351091270613037
Du lịch và Giải trí,above_ma_200,1,1,-0.0044086398456992,-0.0044086398456992
Dầu khí,momentum_20,2,3,0.046638714321629395,0.0514462256953286
Dầu khí,volume_zscore_20,2,3,0.04840465867825106,0.0486063584310326
Dầu khí,intraday_return,2,2,0.0520182259828595,0.0650468572972992
Dầu khí,upper_shadow,1,4,0.054301115596315674,0.0581031089270371
Dầu khí,momentum_5,1,3,0.0645143037702026,0.077135523413184
Dầu khí,gap_open,1,3,0.055406971548374005,0.0650468572972992
Dầu khí,macd_signal,1,3,0.0480331838668324,0.0514462256953286
Dầu khí,close_position,1,2,0.058540975170395,0.065388215594107
Dầu khí,volatility_20,1,2,0.059022421984413,0.065388215594107
Dầu khí,ma_20_gap,1,2,0.05381812582944435,0.059900020119084
Dầu khí,volume_ratio_20,1,2,0.0525098122340222,0.0579521288936933
Dầu khí,macd,1,1,0.077135523413184,0.077135523413184
Dầu khí,macd_hist,1,1,0.0714902935320599,0.0714902935320599
Dầu khí,ma_200_gap,1,1,0.059900020119084,0.059900020119084
Dầu khí,vwap_gap,1,1,0.0581031089270371,0.0581031089270371
Dầu khí,bb_width,1,1,0.0531479653918443,0.0531479653918443
Dầu khí,above_ma_200,1,1,0.052656628374719,0.052656628374719
Dầu khí,bb_position,1,1,0.0486063584310326,0.0486063584310326
Dầu khí,bb_zscore,1,1,0.0486063584310326,0.0486063584310326
Dầu khí,obv_change,1,1,0.0470674955743511,0.0470674955743511
Dầu khí,rolling_max_20_gap,1,1,0.0469239122328372,0.0469239122328372
Dịch vụ tài chính,close_position,7,16,0.033920915306953826,0.0770298901638817
Dịch vụ tài chính,obv_change,7,12,0.021161679217814783,0.0695906012809556
Dịch vụ tài chính,intraday_return,7,11,0.027769712450790254,0.0747223056497462
Dịch vụ tài chính,vwap_gap,6,14,0.020940319816949438,0.0377360949726685
Dịch vụ tài chính,upper_shadow,5,13,0.03586784210082294,0.0548282635907371
Dịch vụ tài chính,volume_ratio_20,5,11,0.01440324477356669,0.0321270464996245
Dịch vụ tài chính,volume_zscore_20,5,10,0.02782664500775343,0.0777623824459714
Dịch vụ tài chính,macd_hist,4,9,0.05506094650728428,0.0770298901638817
Dịch vụ tài chính,lower_shadow,4,7,0.03466434709791107,0.07246470589324
Dịch vụ tài chính,rolling_max_20_gap,4,7,0.019594503566447558,0.0690160421935045
Dịch vụ tài chính,bb_position,4,5,0.031327495830071564,0.0727444906821033
Dịch vụ tài chính,bb_zscore,4,5,0.031327495830071564,0.0727444906821033
Dịch vụ tài chính,ma_20_gap,4,4,0.02551077971702065,0.0439701329707985
Dịch vụ tài chính,momentum_5,4,4,0.021196412164358074,0.0278661327294291
Dịch vụ tài chính,volatility_20,3,9,0.0210906351226914,0.0322535879666058
Dịch vụ tài chính,bb_width,3,5,0.01526924062243932,0.0274152497007813
Dịch vụ tài chính,momentum_20,3,4,0.0344052336335714,0.0478488376834763
Dịch vụ tài chính,macd,2,5,0.06389182895512542,0.0777623824459714
Dịch vụ tài chính,gap_open,2,5,0.014195313415052918,0.0284347631219542
Dịch vụ tài chính,atr_gap,2,5,0.02190935972860122,0.0270293870224576
Dịch vụ tài chính,macd_signal,2,5,0.01811065388324402,0.0199654833548893
Dịch vụ tài chính,above_ma_200,2,2,0.02917522795192775,0.0508595496846163
Dịch vụ tài chính,ma_200_gap,1,5,0.02250989937595824,0.0274152497007813
Hàng & Dịch vụ Công nghiệp,ma_20_gap,4,8,0.04955843363281021,0.0771965170781849
Hàng & Dịch vụ Công nghiệp,bb_position,4,7,0.051150442092872214,0.09177112637727
Hàng & Dịch vụ Công nghiệp,bb_zscore,4,7,0.051150442092872214,0.09177112637727
Hàng & Dịch vụ Công nghiệp,momentum_20,4,6,0.04825721941825484,0.0695282878972841
Hàng & Dịch vụ Công nghiệp,bb_width,3,10,0.06645810774248781,0.09177112637727
Hàng & Dịch vụ Công nghiệp,intraday_return,3,8,0.03969707060599306,0.0756926720685194
Hàng & Dịch vụ Công nghiệp,rolling_max_20_gap,3,6,0.05216606457758161,0.0736531996222024
Hàng & Dịch vụ Công nghiệp,ma_200_gap,3,6,0.03109757738577132,0.057049856387923
Hàng & Dịch vụ Công nghiệp,upper_shadow,3,5,0.04045770597980624,0.073413553121183
Hàng & Dịch vụ Công nghiệp,gap_open,3,4,0.0389763786036347,0.0521494524028907
Hàng & Dịch vụ Công nghiệp,vwap_gap,2,9,0.03339782783555418,0.057049856387923
Hàng & Dịch vụ Công nghiệp,momentum_5,2,6,0.024540643245356864,0.0387358179823097
Hàng & Dịch vụ Công nghiệp,atr_gap,2,5,0.02877719572082112,0.0423083449195555
Hàng & Dịch vụ Công nghiệp,close_position,2,4,0.029661774278319675,0.0350063197625079
Hàng & Dịch vụ Công nghiệp,obv_change,2,2,0.04595188776798465,0.0526975363158298
Hàng & Dịch vụ Công nghiệp,volatility_20,2,2,0.03741206941284325,0.0464344733896788
Hàng & Dịch vụ Công nghiệp,above_ma_200,1,2,0.0389710286012246,0.0392062392201395
Hàng & Dịch vụ Công nghiệp,volume_zscore_20,1,1,0.0271851035856768,0.0271851035856768
Hàng & Dịch vụ Công nghiệp,volume_ratio_20,1,1,0.0253773544241633,0.0253773544241633
Hàng cá nhân & Gia dụng,vwap_gap,2,6,0.03806962537933278,0.0536463869332074
Hàng cá nhân & Gia dụng,close_position,2,6,0.028840109956938698,0.0477431768542845
Hàng cá nhân & Gia dụng,atr_gap,2,4,0.0396601911053695,0.0440122479638833
Hàng cá nhân & Gia dụng,obv_change,2,2,0.02721278188717235,0.0377910326708867
Hàng cá nhân & Gia dụng,momentum_20,1,3,0.0376564286382706,0.0380737891928483
Hàng cá nhân & Gia dụng,bb_width,1,3,0.023144347740830466,0.0294004815494123
Hàng cá nhân & Gia dụng,gap_open,1,3,0.023899465196057235,0.0294004815494123
Hàng cá nhân & Gia dụng,intraday_return,1,2,0.046607821914029846,0.0536463869332074
Hàng cá nhân & Gia dụng,macd_signal,1,2,0.0417907524293678,0.0440122479638833
Hàng cá nhân & Gia dụng,ma_200_gap,1,1,0.0480192578109879,0.0480192578109879
Hàng cá nhân & Gia dụng,bb_position,1,1,0.0409375617289494,0.0409375617289494
Hàng cá nhân & Gia dụng,bb_zscore,1,1,0.0409375617289494,0.0409375617289494
Hàng cá nhân & Gia dụng,volume_zscore_20,1,1,0.0230912561834978,0.0230912561834978
Hàng cá nhân & Gia dụng,macd_hist,1,1,0.016634531103458,0.016634531103458
Hóa chất,volatility_20,4,17,0.05248921487071363,0.0855378979807854
Hóa chất,bb_width,3,9,0.035619398388012855,0.0425780706403157
Hóa chất,volume_ratio_20,3,7,0.048266574445998904,0.0786350712573641
Hóa chất,momentum_5,3,5,0.045128764563117256,0.0561615280380076
Hóa chất,ma_200_gap,3,4,0.05312803012488745,0.0842502051210769
Hóa chất,close_position,3,4,0.053613826970797,0.0740478342403591
Hóa chất,bb_position,3,3,0.05673605457125836,0.0855378979807854
Hóa chất,bb_zscore,3,3,0.05673605457125836,0.0855378979807854
Hóa chất,gap_open,3,3,0.053801081776290095,0.0740478342403591
Hóa chất,obv_change,3,3,0.04095056472769307,0.056429923692656
Hóa chất,above_ma_200,2,9,0.0395512064937464,0.0561615280380076
Hóa chất,volume_zscore_20,2,4,0.04614906575041607,0.0756957551812946
Hóa chất,macd,2,3,0.059959091581235226,0.0786350712573641
Hóa chất,macd_hist,2,3,0.061374935225606574,0.0758585741223946
Hóa chất,ma_20_gap,2,2,0.07245411127056915,0.0774561044712842
Hóa chất,atr_gap,2,2,0.0327971496927469,0.0345525759882534
Hóa chất,rolling_max_20_gap,1,8,0.05132219064107351,0.0565469442185029
Hóa chất,intraday_return,1,3,0.04780739310887867,0.0494346500976469
Hóa chất,lower_shadow,1,2,0.0452980803601112,0.0454467082384496
Hóa chất,upper_shadow,1,1,0.0823772790383206,0.0823772790383206
Hóa chất,macd_signal,1,1,0.0459712317969496,0.0459712317969496
Hóa chất,vwap_gap,1,1,0.0363730678654277,0.0363730678654277
Ngân hàng,vwap_gap,12,29,0.027376163832841856,0.0557453591191305
Ngân hàng,obv_change,10,15,0.021401952420383917,0.0418678487265493
Ngân hàng,momentum_5,9,18,0.029414916117504946,0.050190114197595
Ngân hàng,above_ma_200,9,16,0.023533296856475313,0.0451672981607165
Ngân hàng,lower_shadow,8,19,0.031731818067069636,0.0458843079637405
Ngân hàng,upper_shadow,8,17,0.020131206491331453,0.0512017393629206
Ngân hàng,rolling_max_20_gap,8,14,0.025457204994749055,0.0425233399348885
Ngân hàng,close_position,7,18,0.03297299085324553,0.0601710856595871
Ngân hàng,intraday_return,7,17,0.03724482906747965,0.0601710856595871
Ngân hàng,gap_open,6,12,0.021307631185362007,0.0512017393629206
Ngân hàng,ma_200_gap,6,12,0.029771560437049097,0.049016891630517
Ngân hàng,bb_position,6,9,0.022355558552211257,0.0385502485271174
Ngân hàng,bb_zscore,6,8,0.02285065479878745,0.0385502485271174
Ngân hàng,volume_ratio_20,6,7,0.02788879149080173,0.0455657651685398
Ngân hàng,atr_gap,5,11,0.019827469082535663,0.037805958451341
Ngân hàng,momentum_20,5,6,0.0307361839283198,0.0501489075655274
Ngân hàng,bb_width,4,10,0.0103352173630078,0.0337287330154545
Ngân hàng,volatility_20,3,10,0.03630803061460438,0.0557453591191305
Ngân hàng,volume_zscore_20,3,5,0.02911728261260692,0.049016891630517
Ngân hàng,ma_20_gap,3,5,0.03035422545198852,0.0435026516592368
Ngân hàng,macd_signal,2,4,0.0299941110662485,0.0453168099379618
Thực phẩm và đồ uống,vwap_gap,8,27,0.033157193340990536,0.0816114946268093
Thực phẩm và đồ uống,bb_width,7,10,0.038737000299196925,0.0779865790956926
Thực phẩm và đồ uống,upper_shadow,6,16,0.03263901231490342,0.061066279979806
Thực phẩm và đồ uống,momentum_20,6,11,0.030085558454072903,0.0647902748224925
Thực phẩm và đồ uống,close_position,6,11,0.0198391875564323,0.05067995175312
Thực phẩm và đồ uống,volatility_20,6,10,0.03576718138293649,0.0702951279660186
Thực phẩm và đồ uống,intraday_return,6,9,0.03173697732584931,0.0718298850097052
Thực phẩm và đồ uống,above_ma_200,6,9,0.025588781754321333,0.056690972240345
Thực phẩm và đồ uống,momentum_5,5,6,0.03266026184523257,0.0725672257949693
Thực phẩm và đồ uống,volume_ratio_20,4,12,0.04117596311126497,0.0683343323418168
Thực phẩm và đồ uống,gap_open,4,10,0.02371743146674532,0.0748510789117991
Thực phẩm và đồ uống,atr_gap,4,9,0.04185154283897612,0.0816114946268093
Thực phẩm và đồ uống,lower_shadow,4,8,0.02777289261892195,0.0713444869643854
Thực phẩm và đồ uống,volume_zscore_20,4,7,0.04958137880242191,0.0683343323418168
Thực phẩm và đồ uống,ma_200_gap,4,7,0.010696327755183987,0.0273885770303218
Thực phẩm và đồ uống,obv_change,4,6,0.021309534136640596,0.0379538114128182
Thực phẩm và đồ uống,macd_signal,3,10,0.0562227155686333,0.0748510789117991
Thực phẩm và đồ uống,macd_hist,3,3,0.018424005134942432,0.0338158359733083
Thực phẩm và đồ uống,ma_20_gap,2,3,0.036443090125171766,0.0392774464660888
Thực phẩm và đồ uống,macd,2,2,0.017109124231700648,0.0283262302561684
Thực phẩm và đồ uống,rolling_max_20_gap,1,1,0.0640328554936581,0.0640328554936581
Thực phẩm và đồ uống,bb_position,1,1,0.0394172516394224,0.0394172516394224
Thực phẩm và đồ uống,bb_zscore,1,1,0.0394172516394224,0.0394172516394224
Tài nguyên Cơ bản,vwap_gap,4,9,0.0013183630413549333,0.0252405106141587
Tài nguyên Cơ bản,obv_change,4,8,-0.0053778452662382,0.0156829322452124
Tài nguyên Cơ bản,above_ma_200,3,9,-0.00019864222764740016,0.0093722917216492
Tài nguyên Cơ bản,upper_shadow,3,9,-0.0032847141089719888,0.0042734715491535
Tài nguyên Cơ bản,momentum_20,2,8,0.00466296933198445,0.0092819776696447
Tài nguyên Cơ bản,atr_gap,2,4,-0.001273058471255475,-0.0003851952332118
Tài nguyên Cơ bản,ma_20_gap,2,3,0.004156443322286666,0.0134883780754386
Tài nguyên Cơ bản,intraday_return,2,3,0.0032226166797076,0.0037260015556151
Tài nguyên Cơ bản,ma_200_gap,2,2,0.010120327858965099,0.0186511305265566
Tài nguyên Cơ bản,volume_ratio_20,2,2,0.00633262460051375,0.0074001816695572
Tài nguyên Cơ bản,volume_zscore_20,2,2,-0.0114491316351737,0.001453262257431
Tài nguyên Cơ bản,volatility_20,1,6,0.0132651059938541,0.0262180135166467
Tài nguyên Cơ bản,close_position,1,2,0.0160697543009976,0.0186511305265566
Tài nguyên Cơ bản,gap_open,1,2,0.01272894341112835,0.0160855951006075
Tài nguyên Cơ bản,bb_width,1,2,0.0048957313601597,0.0083382004628884
Tài nguyên Cơ bản,lower_shadow,1,1,0.0092819776696447,0.0092819776696447
Tài nguyên Cơ bản,bb_position,1,1,-0.0005095240542893,-0.0005095240542893
Tài nguyên Cơ bản,bb_zscore,1,1,-0.0005095240542893,-0.0005095240542893
Tài nguyên Cơ bản,momentum_5,1,1,-0.0008575212777763,-0.0008575212777763
Xây dựng và Vật liệu,momentum_5,7,17,0.027532657440287035,0.0662071658776107
Xây dựng và Vật liệu,momentum_20,6,12,0.031245106448567008,0.062214216549557
Xây dựng và Vật liệu,vwap_gap,6,12,0.01645444765485456,0.0368983282838463
Xây dựng và Vật liệu,bb_width,6,6,0.02162634344645317,0.0570698180550792
Xây dựng và Vật liệu,volume_ratio_20,5,11,0.023570425116136887,0.0525696163327372
Xây dựng và Vật liệu,close_position,5,11,0.012965402417695244,0.0270063793063637
Xây dựng và Vật liệu,volatility_20,5,10,0.01567340615791937,0.0268943177038603
Xây dựng và Vật liệu,obv_change,5,6,0.023740222197528933,0.0325066269493196
Xây dựng và Vật liệu,volume_zscore_20,4,11,0.015948085800448628,0.0517391985407453
Xây dựng và Vật liệu,intraday_return,4,8,0.030459529091934785,0.062214216549557
Xây dựng và Vật liệu,bb_position,4,7,0.03537373643859134,0.0662071658776107
Xây dựng và Vật liệu,bb_zscore,4,7,0.03537373643859134,0.0662071658776107
Xây dựng và Vật liệu,gap_open,4,6,0.015255341439308132,0.0580242561245537
Xây dựng và Vật liệu,lower_shadow,3,13,0.022995253293617176,0.0304400871272199
Xây dựng và Vật liệu,atr_gap,3,6,0.03139678584096827,0.0446424560228144
Xây dựng và Vật liệu,macd,3,5,0.04809283664205942,0.0660352451620026
Xây dựng và Vật liệu,ma_200_gap,3,5,0.0375108088984827,0.0607071435544225
Xây dựng và Vật liệu,macd_signal,3,5,0.0297680601747941,0.0419135453387506
Xây dựng và Vật liệu,ma_20_gap,2,5,0.03565639171910616,0.0569399277030142
Xây dựng và Vật liệu,upper_shadow,2,4,0.03888234415862388,0.0660352451620026
Xây dựng và Vật liệu,rolling_max_20_gap,2,4,0.04983936091771112,0.0618066123866105
Xây dựng và Vật liệu,above_ma_200,2,2,0.02160929951901205,0.0226355533256729
Xây dựng và Vật liệu,macd_hist,1,2,0.01979619839246815,0.0248821389981132
Y tế,bb_position,1,4,0.06799724821175843,0.0715151031676749
Y tế,bb_zscore,1,4,0.06799724821175843,0.0715151031676749
Y tế,close_position,1,2,0.0693003707959325,0.0725433210024393
Y tế,ma_200_gap,1,2,0.0715151031676749,0.0715151031676749
Y tế,vwap_gap,1,2,0.0680277873268283,0.0680277873268283
Y tế,ma_20_gap,1,2,0.0679833785108482,0.0679833785108482
Y tế,lower_shadow,1,2,0.0644627238416823,0.0644627238416823
Y tế,volatility_20,1,1,0.0725433210024393,0.0725433210024393
Y tế,rolling_max_20_gap,1,1,0.0660574205894257,0.0660574205894257
"Điện, nước & xăng dầu khí đốt",momentum_20,6,14,0.02187356915167892,0.071054007452046
"Điện, nước & xăng dầu khí đốt",vwap_gap,4,13,0.005967626483125431,0.0300879574122704
"Điện, nước & xăng dầu khí đốt",obv_change,4,9,0.019957077670300312,0.0577538646930866
"Điện, nước & xăng dầu khí đốt",atr_gap,3,11,0.012552577849487727,0.0536727016491894
"Điện, nước & xăng dầu khí đốt",volume_zscore_20,3,5,0.0027507250022892602,0.0113216028949123
"Điện, nước & xăng dầu khí đốt",ma_200_gap,3,4,0.0114596569621367,0.0306718191917401
"Điện, nước & xăng dầu khí đốt",momentum_5,3,3,0.026706239781131114,0.0509169750116084
"Điện, nước & xăng dầu khí đốt",rolling_max_20_gap,2,7,0.0421298951480242,0.071054007452046
"Điện, nước & xăng dầu khí đốt",upper_shadow,2,6,0.017201286061550202,0.0287871975033091
"Điện, nước & xăng dầu khí đốt",above_ma_200,2,4,0.040972911744155946,0.0538208761118385
"Điện, nước & xăng dầu khí đốt",volume_ratio_20,2,4,0.04193076163974638,0.0536727016491894
"Điện, nước & xăng dầu khí đốt",close_position,2,4,0.028277386105332376,0.0444264076553193
"Điện, nước & xăng dầu khí đốt",volatility_20,2,3,0.0012018126797451398,0.0067558437208908
"Điện, nước & xăng dầu khí đốt",lower_shadow,2,3,-0.006070579642841766,-0.0045086179526903
"Điện, nước & xăng dầu khí đốt",bb_position,1,5,0.02660304290597648,0.0300879574122704
"Điện, nước & xăng dầu khí đốt",macd,1,4,0.03129286827799117,0.0337507870350464
"Điện, nước & xăng dầu khí đốt",bb_zscore,1,4,0.027689844796882725,0.0300879574122704
"Điện, nước & xăng dầu khí đốt",intraday_return,1,3,0.0357408868800842,0.0444264076553193
"Điện, nước & xăng dầu khí đốt",macd_hist,1,3,0.0314986722988593,0.0329357912975213
"Điện, nước & xăng dầu khí đốt",macd_signal,1,2,0.03077918277628025,0.0307791833810554
"Điện, nước & xăng dầu khí đốt",gap_open,1,1,0.0337507870350464,0.0337507870350464
"Điện, nước & xăng dầu khí đốt",ma_20_gap,1,1,0.0310715677120112,0.0310715677120112
"Điện, nước & xăng dầu khí đốt",bb_width,1,1,0.008433181132053,0.008433181132053
