n,rel_score,absE_robust,base_robust,absE_q90,DA,pred_actual_q90_ratio,market,model,alpha_rel_score,alpha_absE_robust,selected_from_train,selected_train_rel_score
16660,-0.00233050687103864,0.02618423701496795,0.026123356353491545,0.030736855766735974,0.514405762304922,0.13077497477562264,JP,seed52_raw,-0.009592039864277924,0.02049818971427158,,
58998,0.006037048614498719,0.02603484261489939,0.026192970853298903,0.03155542011954822,0.5194582867215838,0.07058186126928646,US,ensemble_mean_raw,-0.0022227310097384656,0.020158699099556553,,
58998,0.004934181604736798,0.02606372997834115,0.026192970853298903,0.031592690921388576,0.5185260517305671,0.06550881807060184,US,ensemble_median_raw,-0.0021965423256640193,0.020158172340597958,,
58998,0.004148158804012425,0.02608431825065055,0.026192970853298903,0.0316367573454045,0.5136784297772806,0.07452364168515782,US,seed82_train_cal,-0.0013206741053783944,0.020140555135003534,,
58998,0.0034768904799949985,0.026101900762296282,0.026192970853298903,0.0316504749993328,0.5185260517305671,0.0884369052012629,US,ensemble_median_train_cal,-0.003149326394049634,0.020177336630877108,,
58998,0.0034391241887166135,0.026102889973662974,0.026192970853298903,0.031642447932608786,0.5071697345672734,0.07204227859990973,US,seed52_raw,-0.0008246507590892183,0.02013057812582702,,
58998,0.0033821858125149262,0.02610438135889126,0.026192970853298903,0.03165494753920939,0.5136784297772806,0.06480316744728389,US,seed82_raw,-0.0015113488812121822,0.020144390365749134,,
58998,0.00281745303789227,0.026119173387996852,0.026192970853298903,0.0316497627645731,0.5194582867215838,0.10587279190392969,US,ensemble_mean_train_cal,-0.005607444901450043,0.02022677920467686,,
58998,0.00281745303789227,0.026119173387996852,0.026192970853298903,0.0316497627645731,0.5194582867215838,0.10587279190392969,US,selected_train_only_portable_ensemble,-0.005607444901450043,0.02022677920467686,ensemble_mean_train_cal,0.006624828137505312
58998,0.002760633031899329,0.02612066167275771,0.026192970853298903,0.03165650932787686,0.5158140953930642,0.07378912338314329,US,seed71_raw,-0.0018900746882695163,0.02015200805326458,,
58998,0.0023399258637578635,0.026131681243350614,0.026192970853298903,0.03168497143342393,0.5165090342045493,0.10527185035923818,US,seed43_train_cal,-0.005687207866229782,0.02022838355624117,,
58998,0.0020609710524045477,0.026138987898593778,0.026192970853298903,0.03165964787476698,0.5177802637377539,0.095980495630553,US,seed62_train_cal,-0.006202029590965719,0.02023873867583461,,
58998,0.0020092041105687075,0.026140343828592448,0.026192970853298903,0.031670469837263224,0.5177802637377539,0.09141000135118323,US,seed62_raw,-0.005558636422114072,0.020225797471357512,,
58998,0.0014142341747067633,0.02615592785878107,0.026192970853298903,0.03172484406968579,0.5165090342045493,0.13158981258270663,US,seed43_raw,-0.00891282397928439,0.0202932635700563,,
58998,0.0013096376605897797,0.02615866755222669,0.026192970853298903,0.031699788998230366,0.5158140953930642,0.06272075861235102,US,seed71_train_cal,-0.0019464240639894825,0.02015314146410674,,
58998,0.0008370201730032445,0.026171046808303806,0.026192970853298903,0.03171790758788121,0.5071697345672734,0.09725707786831543,US,seed52_train_cal,-0.003622522417049412,0.020186854491475968,,
60655,0.007485660278235384,0.037525140884099514,0.037808159925043584,0.05008842941606415,0.47651471436814774,0.09091314257581883,VN,seed43_train_cal,0.0007692055294298283,0.029946004331577562,,
60655,0.006227934112241318,0.03757269319612533,0.037808159925043584,0.05016787489876151,0.47651471436814774,0.07905490739015071,VN,seed43_raw,0.0018515926984323805,0.029913566209143025,,
60655,0.006131747160016299,0.037576329847797754,0.037808159925043584,0.05008195284754038,0.47603660044514057,0.07556582810301252,VN,ensemble_mean_train_cal,0.0028532653743387204,0.029883547023928255,,
60655,0.006131747160016299,0.037576329847797754,0.037808159925043584,0.05008195284754038,0.47603660044514057,0.07556582810301252,VN,selected_train_only_portable_ensemble,0.0028532653743387204,0.029883547023928255,ensemble_mean_train_cal,0.004095331943948177
60655,0.00529485099549698,0.03760797135182656,0.037808159925043584,0.050082494691014286,0.4849394114252741,0.09400172793795299,VN,seed52_raw,0.002165631845218896,0.02990415475214831,,
60655,0.004663962707684544,0.03763182407710701,0.037808159925043584,0.05011454583145677,0.4747011787981205,0.09338490123552347,VN,ensemble_median_train_cal,0.0005734413911598901,0.02995187119813636,,
60655,0.003424676997990983,0.03767867918941192,0.037808159925043584,0.05015011731302366,0.47390981782210867,0.063683190799321,VN,seed71_raw,0.0016175213919439324,0.029920581105398015,,
60655,0.0032730755339172024,0.037684410961810494,0.037808159925043584,0.050268696341663595,0.47603660044514057,0.06045266303612269,VN,ensemble_mean_raw,0.0032538164621969123,0.02987154288566671,,
60655,0.003159803470756506,0.03768869357008951,0.037808159925043584,0.05024464649613944,0.4849394114252741,0.07050129503061027,VN,seed52_train_cal,0.004150951968110328,0.029844656580826266,,
60655,0.003074701530088597,0.03769191111787222,0.037808159925043584,0.05025586786214262,0.4747011787981205,0.06440337812578562,VN,ensemble_median_raw,0.002884776239492237,0.02988260267302394,,
60655,0.002935443892971623,0.03769717619288712,0.037808159925043584,0.05012562505435198,0.4682054241200231,0.07761672543945368,VN,seed82_raw,0.0012739247581287083,0.029930878372397274,,
60655,0.002276217709892836,0.03772210032184374,0.037808159925043584,0.05031355012033598,0.47390981782210867,0.02865743507526815,VN,seed71_train_cal,0.0016600606447437771,0.029919306244119065,,
60655,0.002214338808009697,0.037724439849262124,0.037808159925043584,0.050161905313143504,0.4682054241200231,0.08149755921971928,VN,seed82_train_cal,0.001274805378220445,0.029930851981043817,,
60655,0.0006778421099170595,0.03778253196214791,0.037808159925043584,0.050483871373580756,0.4681065039980216,0.02907348786529053,VN,seed62_train_cal,0.0003192576074450004,0.029959488846361636,,
60655,-0.003853786560814809,0.03795386450365185,0.037808159925043584,0.050615569832734755,0.4681065039980216,0.09691162467954431,VN,seed62_raw,-0.0017078358385300696,0.030020238924771545,,
