kind,policy,artifacts,mean_net_equity,min_net_equity,mean_net_sharpe,min_net_sharpe,worst_max_drawdown,max_avg_turnover,positive_artifacts,any_oracle,passes_all_artifacts,passes_risk_controls,stability_score
gate,vn_legacy_acc_all_else,4,1.1285645984333836,0.980531034556745,0.34499714421637634,0.0640099225479541,-0.4439183266595051,0.1638538372376243,3,False,False,False,0.5116517292248223
gate,oracle_eval_phase_best_transition_mr20_pressure_nonneg,1,0.948782640044709,0.948782640044709,-0.0567229494731117,-0.0567229494731117,-0.2982736062424272,0.215376787426469,0,True,False,False,0.5824840995773866
gate,vn_h1_distribution_only_transition_pressure_nonneg,4,1.2231680495820152,0.9451399503495044,0.517891453990125,-0.0418829152410048,-0.2651550336776621,0.2717969157149479,3,False,False,False,0.6015649589328541
gate,train_phase_best_transition_mr20_pressure_nonneg,2,1.1997870846724235,0.9425463450280728,0.42203829348539734,-0.0675247424873049,-0.3293023758225303,0.2468276342685481,1,False,False,False,0.5346558750165792
gate,vn_h1_transition_only,4,1.0864019688364952,0.9393091611791372,0.27555343030588153,-0.0388491551505529,-0.3674626052079649,0.289525294913642,3,False,False,False,0.4897529434551236
gate,aggressive_prior,4,1.039565913638927,0.9356634611337564,0.20157619274351174,-0.0027717784030384,-0.3874811445645632,0.1737680806183353,3,False,False,False,0.5040473518138497
gate,vn_h1_markup_distribution_transition,4,1.039565913638927,0.9356634611337564,0.20157619274351174,-0.0027717784030384,-0.3874811445645632,0.1737680806183353,3,False,False,False,0.5040473518138497
gate,train_phase_robust_abstain_m10_dd20_t25_ts050_pf60_transition_mr20_pressure_nonneg,2,1.1238718058652724,0.9224116134710164,0.153002155609587,-0.4704313319660111,-0.2172594505337013,0.1556558369430393,1,False,False,False,0.5486303707100525
gate,train_phase_robust_abstain_m15_dd20_t25_ts050_pf60_transition_mr20_pressure_nonneg,2,1.084512550872917,0.9224116134710164,0.2818520636552502,-0.4704313319660111,-0.1735725309741902,0.1238478012287535,1,False,False,False,0.600269299198135
gate,oracle_eval_phase_best_transition_mr20_nonneg,1,0.8860361149053186,0.8860361149053186,-0.2301712941763038,-0.2301712941763038,-0.356533369252711,0.2250780477802156,0,True,False,False,0.4156904101634778
gate,train_phase_best_transition_mr20_nonneg,2,1.070560784636594,0.8796333466904499,0.1739619227614591,-0.2376278373688093,-0.3848997647175537,0.2606336903300389,1,False,False,False,0.3701682000481842
gate,baseline_all_committee_transition_mr20_nonneg,4,0.9549832252949353,0.8648580192908157,-0.004951393758020443,-0.2911227297189176,-0.3483700128328709,0.1616816594439479,2,False,False,False,0.4032869091672284
gate,train_phase_regularized_m10_dd20_t25_transition_mr20_pressure_nonneg,2,1.1313177989204832,0.8627841204809974,0.27626451156198817,-0.3042486309853446,-0.3194741499556235,0.2340144090179795,1,False,False,False,0.40874421052454285
gate,train_phase_regularized_m15_dd20_t25_transition_mr20_pressure_nonneg,2,0.9944243750177315,0.8627841204809974,0.03961488232909954,-0.3042486309853446,-0.3194741499556235,0.2191434774803813,1,False,False,False,0.4124619434089424
gate,conservative_prior_transition_mr20_pressure_nonneg,4,1.297242352257992,0.8623556681973781,0.6541069633041872,-0.305847567506569,-0.3197423913685422,0.2152512940345223,3,False,False,False,0.41233856144356307
gate,vn_legacy_acc_markup_all_else_transition_mr20_pressure_nonneg,4,1.297242352257992,0.8623556681973781,0.6541069633041872,-0.305847567506569,-0.3197423913685422,0.2152512940345223,3,False,False,False,0.41233856144356307
gate,train_phase_robust_abstain_m10_dd20_t25_ts050_pf60_transition_mr20_nonneg,2,0.9996396882376628,0.858001197866305,-0.1754063238721043,-0.7553000494127431,-0.2457942489443499,0.1765266261109299,1,False,False,False,0.37925028004103695
gate,train_phase_robust_abstain_m15_dd20_t25_ts050_pf60_transition_mr20_nonneg,2,0.965746400436513,0.858001197866305,-0.218053792151258,-0.7553000494127431,-0.2188115453113522,0.1447185903966442,1,False,False,False,0.4141849926026061
gate,vn_legacy_acc_all_else_transition_mr20_nonneg,4,1.1277280264000031,0.8439007908375405,0.34300358808592507,-0.3603810232347903,-0.3550694463338509,0.1802763363719582,3,False,False,False,0.3536670046020025
gate,vn_h1_distribution_only_transition_mr20_pressure_nonneg,4,1.1327848686416262,0.8204472935717888,0.33183486214365393,-0.412115818022255,-0.3586597159604283,0.2654540081815642,3,False,False,False,0.29239512106040577
gate,oracle_eval_phase_best,4,1.244299996085084,0.8176114007814312,0.4996558585153794,-0.3642456253456665,-0.3724796974492166,0.2868763670437056,3,True,False,False,0.28235120523487167
gate,train_phase_regularized_m10_dd20_t25_transition_mr20_nonneg,2,1.0070721170162793,0.8035953427430456,0.022898099047783477,-0.4693452989875357,-0.3759969887942245,0.2493148646393461,1,False,False,False,0.2479333130421006
gate,train_phase_regularized_m15_dd20_t25_transition_mr20_nonneg,2,0.888690856425097,0.8035953427430456,-0.20418460389676643,-0.4693452989875357,-0.3759969887942245,0.2344439331017479,0,False,False,False,0.25165104592650017
gate,train_phase_robust_abstain_m10_dd20_t25_ts050_pf60,4,0.9962480547512439,0.7834611648118573,-0.1107687328715603,-0.7968606546084951,-0.3312925684503219,0.1889237065211939,1,False,False,False,0.2057225060791132
gate,train_phase_robust_abstain_m15_dd20_t25_ts050_pf60,4,0.9820321324543099,0.7834611648118573,-0.08499069053781177,-0.7968606546084951,-0.3312925684503219,0.1632806367933027,1,False,False,False,0.212133273511086
gate,baseline_all_committee,4,0.9648748746167686,0.782075351060902,0.0414791171126727,-0.2894813121508062,-0.4304455171518042,0.145259160309614,2,False,False,False,0.2429447157939928
gate,conservative_prior,4,1.1536945897919237,0.7779815421850516,0.34260560027093334,-0.4585832965568096,-0.4119042774681702,0.1945430817616269,3,False,False,False,0.20279567013727218
gate,vn_legacy_acc_markup_all_else,4,1.1536945897919237,0.7779815421850516,0.34260560027093334,-0.4585832965568096,-0.4119042774681702,0.1945430817616269,3,False,False,False,0.20279567013727218
committee,all_committee_candidates,4,1.0621961659755306,0.7690382183277863,0.21002646532569658,-0.3392572876583501,-0.4304455171518047,0.1712859790712826,2,False,False,False,0.21095688449357347
gate,vn_h1_distribution_only_transition_mr20_nonneg,4,1.07635860088876,0.7664883988437434,0.2183385321765842,-0.5596510804517975,-0.4116350762461076,0.2754374012745217,3,False,False,False,0.14608120216605602
gate,train_phase_best,4,1.0543336737989266,0.7648834533445074,0.12346615899208944,-0.3813666921371211,-0.4648213736477147,0.2858089364224208,2,False,False,False,0.13326817255690715
committee,h1_tradeability_filter,4,0.8677529459457956,0.7521480005503628,-0.12948503632572267,-0.3873654236585954,-0.5382462597249347,0.1955892208738325,1,False,False,False,0.06816307969232119
committee,h2_risk_conditioned,4,0.8677529459457956,0.7521480005503628,-0.12948503632572267,-0.3873654236585954,-0.5382462597249347,0.1955892208738325,1,False,False,False,0.06816307969232119
gate,conservative_prior_transition_mr20_nonneg,4,1.1291450017072635,0.7502394992620052,0.3222923490753472,-0.6457738639159122,-0.3988611036041938,0.2107175650229449,3,False,False,False,0.13725553842309707
gate,vn_legacy_acc_markup_all_else_transition_mr20_nonneg,4,1.1291450017072635,0.7502394992620052,0.3222923490753472,-0.6457738639159122,-0.3988611036041938,0.2107175650229449,3,False,False,False,0.13725553842309707
gate,train_phase_regularized_m10_dd20_t25,4,1.0498955301935404,0.7408448246376225,0.11959464280909185,-0.5752144225100622,-0.3984565153704544,0.2794164340973788,2,False,False,False,0.12873059511530777
gate,train_phase_regularized_m15_dd20_t25,4,0.9834066702039814,0.7408448246376225,0.026795591216415227,-0.5752144225100622,-0.3984565153704544,0.2794164340973788,2,False,False,False,0.12873059511530777
committee,h0_forecast_abs,4,0.9403108619738247,0.7381486779330171,0.005222603677240326,-0.4421287773081902,-0.6153656290711429,0.1821974687340314,3,False,False,False,-0.03329851264868119
gate,vn_h1_distribution_only,4,1.1337549683375512,0.7108945470530029,0.2745875388055121,-0.6384020525526058,-0.4543095282265771,0.2770745376105376,3,False,False,False,0.02771587128563993
gate,baseline_h1,4,0.8203764126998137,0.6548666224005655,-0.2988026955106121,-0.6933677052350775,-0.5464905885201494,0.1694648822494938,1,False,False,False,-0.10733211299072677
committee,legacy_filter_shortlist,4,0.8011839121703331,0.6346536078528008,-0.4002855909883618,-0.8008870778444365,-0.4634120699844839,0.1576893971559006,1,False,False,False,-0.06840258088176743
gate,baseline_legacy,4,0.7830537844582757,0.6346536078528008,-0.4438669073178861,-0.8008870778444365,-0.4634120699844839,0.142383274706921,1,False,False,False,-0.06457605026952254
committee,h3_rank_committee,4,0.8480732262528414,0.6213236849759505,-0.20327290838963374,-0.6863745620251075,-0.5221709990059883,0.1927879115561541,1,False,False,False,-0.12063793242535324
