Date,net_return
2022-02-25,0.0014040291261169329
2022-02-28,0.009826293851282506
2022-03-01,0.0017965901091679048
2022-03-02,0.007005057163200077
2022-03-03,0.003661506262583477
2022-03-04,0.002464422632659664
2022-03-07,-0.018228454272818394
2022-03-08,0.0051204291350216554
2022-03-09,0.0024896238597499026
2022-03-10,-0.005750981277515326
2022-03-11,-0.010168636439034593
2022-03-14,0.005356183627448032
2022-03-15,0.0012349880851421214
2022-03-16,-0.001751922012958864
2022-03-17,0.0036008276962910804
2022-03-18,0.0074550716713376215
2022-03-21,0.005451533257327056
2022-03-22,0.0013462913117128516
2022-03-23,0.0008848732983580196
2022-03-24,0.0012942672537093573
2022-03-25,-0.0010017417406511205
2022-03-28,0.002922768282608115
2022-03-29,-0.005169356199801263
2022-03-30,-0.0048756561195905474
2022-03-31,0.0032609079996152616
2022-04-01,0.0006548246142038801
2022-04-04,0.00012656324297076016
2022-04-05,-0.0025924942757706627
2022-04-06,-0.007101102180341791
2022-04-07,-0.007451883690181562
2022-04-08,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0011143467365764004
2022-06-03,-0.02520866213366384
2022-06-06,-0.006382697798560977
2022-06-07,0.05457926091754308
2022-06-08,0.01699831522442398
2022-06-09,-0.036033541597425875
2022-06-10,0.0
2022-06-13,0.0
2022-06-14,0.0
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,-0.02369770151562982
2022-06-30,0.005972783071920279
2022-07-01,-0.0005972965061664198
2022-07-04,-0.036857859026640606
2022-07-05,-0.03942787185776973
2022-07-06,0.012062143853828259
2022-07-07,0.0
2022-07-08,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,-0.00700258934637524
2022-07-15,0.00497168876696376
2022-07-18,0.003155118571594401
2022-07-19,0.06042684217914932
2022-07-20,-0.0009237620786222838
2022-07-21,-0.007671941445508455
2022-07-22,-0.002556354089381263
2022-07-25,-0.002068095367356678
2022-07-26,0.013531183594075817
2022-07-27,0.00931307186816799
2022-07-28,-0.00032594237560072974
2022-07-29,0.015005299140333725
2022-08-01,0.0019978007264414795
2022-08-02,0.005023315439390032
2022-08-03,-0.0009573799536275806
2022-08-04,0.0068606709509933155
2022-08-05,0.004303877043171117
2022-08-08,0.0003697444043660949
2022-08-09,-0.0005957150119859399
2022-08-10,-0.006761689625823193
2022-08-11,0.009787238466649346
2022-08-12,0.002260185834847279
2022-08-15,0.0019984657369514335
2022-08-16,0.0006055067042896125
2022-08-17,0.0031724690019372813
2022-08-18,0.0004988907730838837
2022-08-19,-0.0010175399116984368
2022-08-22,0.00796614119350351
2022-08-23,0.002054963517473767
2022-08-24,0.004285075188916334
2022-08-25,-0.005719549236280767
2022-08-26,-0.0022223519677135243
2022-08-29,-0.003533190500858586
2022-08-30,0.002670412907992256
2022-08-31,0.002414857640384806
2022-09-05,-0.002192244785178828
2022-09-06,-0.014701123038506198
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,-0.006806431231969944
2022-09-16,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
