seed,policy,n_obs,n_days,rel_score,q90_abs_error,daily_q90_median,daily_q90_p90,daily_q90_max,days_ge_3p5,days_ge_5,days_ge_7,days_ge_8,prediction_abs_q90,actual_abs_q90,selection_split,blend_weight,objective
71,blend_w_0.25,37643,448,0.03201997404711576,0.03207885139250001,0.02779225137225,0.04215134410283,0.08030852997,84,30,6,1,0.0061937055000000005,0.033032992,late_train,0.25,-0.12907727807112923
71,blend_w_0.4,37643,448,0.03352170745216465,0.03201093639600002,0.02775207916,0.041710673027564,0.08085444724,84,30,6,1,0.006221791664000001,0.033032992,late_train,0.4,-0.12756963877718136
71,blend_w_0.5,37643,448,0.03174711373141881,0.032053525654000006,0.02769070276950001,0.041574209713930006,0.08020808410000001,85,30,6,1,0.006309014530000002,0.033032992,late_train,0.5,-0.1283639017594762
71,blend_w_0.6,37643,448,0.031168529356012442,0.032058746208000005,0.027698402963000003,0.04152555628860001,0.07945059424,84,29,6,0,0.006362881360000004,0.033032992,late_train,0.6,-0.1249605181648876
71,blend_w_0.75,37643,448,0.02931746697942006,0.03210726725,0.027654340819500002,0.04158606579715001,0.07922682405,81,29,6,0,0.006554226005000004,0.033032992,late_train,0.75,-0.12663382057630496
71,blend_w_1,37643,448,0.026758068841152394,0.03216349268000003,0.027534340655000003,0.04189581349700001,0.0790820632,83,28,6,0,0.00697201032,0.033032992,late_train,1.0,-0.12648412724434763
71,blend_w_1.25,37643,448,0.02421591854645011,0.03215750663000003,0.027608178985874997,0.04234839664600001,0.079612011225,89,27,6,0,0.00752116295,0.033032992,late_train,1.25,-0.1273410898925499
71,blend_w_1.5,37643,448,0.016390862500205827,0.03238627150300001,0.0276806046925,0.04271361163800001,0.08092283670000001,90,27,6,1,0.008193518280000008,0.033032992,late_train,1.5,-0.13728695899679422
71,raw_baseline,60445,659,0.02237344843596889,0.04878941867999999,0.037241797,0.06468113188,0.10637927350000001,369,159,41,12,0.008458305199999998,0.05022436319999999,val,,
71,alpha_only_no_market,60445,659,0.029644602121983388,0.048132958218,0.03689696965000001,0.06325897816368,0.11940598320000001,368,161,29,11,0.0094875446,0.05022436319999999,val,,
71,existing_residual_lagged_ar1,60445,659,0.02842248843673767,0.04802339108,0.03701256911700002,0.06376565723800001,0.11694883639999999,368,159,29,11,0.009642336999999996,0.05022436319999999,val,,
71,selected_blend_w_0.6,60445,659,0.026803112323146916,0.048493519611999984,0.03689330424,0.06369689128840005,0.11201310228,365,162,31,11,0.0083443732,0.05022436319999999,val,0.6,
