n,rel_score,absE_robust,base_robust,absE_median,absE_q90,DA,pred_actual_q90_ratio,model,Date
93,-0.007882115111922605,0.026704341615550218,0.02649550102651119,0.010573748033493757,0.03226118716411292,0.5698924731182796,0.1198917425342208,ensemble_median_train_cal,2021-06-17
92,0.04781787484003164,0.028845295589417227,0.03029388478025794,0.014720308885443956,0.028249973407946542,0.532608695652174,0.1364238049548998,ensemble_median_train_cal,2021-06-18
93,-0.03871612734705221,0.021102635204442777,0.020316075440496205,0.007665926357731223,0.026873417693423104,0.5268817204301075,0.12811604006092195,ensemble_median_train_cal,2021-06-21
93,0.006884823320028488,0.02931595863192342,0.029519193060696124,0.014425012981519103,0.029781891300808636,0.5053763440860215,0.13264163249807048,ensemble_median_train_cal,2021-06-22
93,-0.1540565761224555,0.02461129990406334,0.021325904130935665,0.010503594181500375,0.028215411445125932,0.41935483870967744,0.18401720113751768,ensemble_median_train_cal,2021-06-23
93,-0.03717778092250712,0.02636557513615116,0.025420497450977565,0.008811055682599545,0.03510903890710323,0.44086021505376344,0.13392032571703671,ensemble_median_train_cal,2021-06-24
93,0.006991824916239842,0.026253003510646522,0.02643785234540701,0.009832139126956463,0.03284172876738012,0.5483870967741935,0.15463955099360563,ensemble_median_train_cal,2021-06-25
93,-0.004510625556158887,0.021013406408019363,0.0209190484136343,0.008976862067356706,0.024073088681325315,0.4946236559139785,0.19315855758866327,ensemble_median_train_cal,2021-06-28
93,-0.06343719845413442,0.02298744560102932,0.021616175957024093,0.009910329710692167,0.026154231780674306,0.44086021505376344,0.1024992856378898,ensemble_median_train_cal,2021-06-29
93,0.000248705996889087,0.029397641982359345,0.02940495517104864,0.008640796528197825,0.04151369090832304,0.4838709677419355,0.07253758946970403,ensemble_median_train_cal,2021-06-30
91,0.00830905273009841,0.02390137829934247,0.024101640097796917,0.008702912600710988,0.03039693139726296,0.3956043956043956,0.1382278603091565,ensemble_median_train_cal,2021-07-01
91,-0.05657806813019772,0.0439738102213596,0.041619082912802696,0.019191163017239887,0.049565294408239424,0.6263736263736264,0.08008218124507233,ensemble_median_train_cal,2021-07-02
92,-0.03507365648244409,0.08202327243343462,0.07924389913678169,0.04663684475235641,0.07077285536215641,0.5217391304347826,0.0502980032555199,ensemble_median_train_cal,2021-07-05
90,0.0310468181123289,0.044357699807733325,0.045778991840779805,0.017586268484592438,0.05354286264628177,0.6,0.16015287991223737,ensemble_median_train_cal,2021-07-06
90,0.06223534545398657,0.028859267826192084,0.030774531420320283,0.011746324365958571,0.034225886920467026,0.5444444444444444,0.23287478579945736,ensemble_median_train_cal,2021-07-07
93,0.06714340707101063,0.041148834748310034,0.04411056861281395,0.017030549424816854,0.04823657064698636,0.7634408602150538,0.1909718342517446,ensemble_median_train_cal,2021-07-08
92,0.1353000968184137,0.06504240008071066,0.07521962225437165,0.03253406472504139,0.06501667071133853,0.8260869565217391,0.27721708115265975,ensemble_median_train_cal,2021-07-09
90,0.10666876313106521,0.034557931136805574,0.038684342056512847,0.013694922206923366,0.04172601785976442,0.5888888888888889,0.43590778056151597,ensemble_median_train_cal,2021-07-12
90,-0.030703320646106702,0.04095437712967396,0.039734399132430556,0.018522796570323408,0.0448631611187011,0.4666666666666667,0.16892322238578297,ensemble_median_train_cal,2021-07-13
93,0.0910300192447473,0.039205037686042485,0.043131278827786446,0.013677068054676056,0.05105593926273286,0.6236559139784946,0.25934507459234485,ensemble_median_train_cal,2021-07-14
90,-0.016316809088755546,0.031094522564671934,0.030595304816961294,0.011995086912065744,0.03819887130521238,0.5222222222222223,0.26512457690347685,ensemble_median_train_cal,2021-07-15
91,0.051520921587577706,0.07169723266270012,0.075591791421175,0.037675012834370136,0.06804443965665996,0.6373626373626373,0.08852692989234813,ensemble_median_train_cal,2021-07-16
90,0.010581201268083928,0.045503260451368994,0.04598988872021437,0.019097337033599615,0.05281184683553876,0.5777777777777777,0.21593024192775842,ensemble_median_train_cal,2021-07-19
91,0.011251041799124839,0.023687363136559725,0.023956903256475925,0.01020083762705326,0.026973051019012928,0.5054945054945055,0.2846952229798689,ensemble_median_train_cal,2021-07-20
91,0.06674100578241171,0.037498003512155265,0.04017963260412216,0.013958047842606902,0.047079911339096725,0.8461538461538461,0.13537104631038843,ensemble_median_train_cal,2021-07-21
93,-0.22450619242855208,0.04294382473453879,0.03507032059133053,0.021827626042068005,0.04223239738494157,0.1827956989247312,0.22778403641373485,ensemble_median_train_cal,2021-07-22
93,0.09112470345822565,0.031165890255942935,0.03429061211645603,0.011429674690589309,0.03947243113070725,0.5913978494623656,0.2795253334661088,ensemble_median_train_cal,2021-07-23
93,0.10425276909105463,0.025328595668543126,0.028276498988270758,0.010121978586539626,0.030413234164007003,0.5591397849462365,0.1857081393106761,ensemble_median_train_cal,2021-07-26
93,-0.11069204186125159,0.019404149672482163,0.017470323853194712,0.008787036873400211,0.0212342255981639,0.43010752688172044,0.19921835155974696,ensemble_median_train_cal,2021-07-27
92,0.014745792974190097,0.03058401921734913,0.031041754502803096,0.012483128113672137,0.03620178220735398,0.5217391304347826,0.10854483882912977,ensemble_median_train_cal,2021-07-28
93,0.04361615501632532,0.03225718506146222,0.033728283084928985,0.010476603172719479,0.04356116377748548,0.7419354838709677,0.08311771145887041,ensemble_median_train_cal,2021-07-29
93,-0.05996461504612305,0.027146470779553053,0.02561073303222656,0.013435358880087733,0.027422223798930643,0.5268817204301075,0.21994755321638068,ensemble_median_train_cal,2021-07-30
93,-0.07843421131443451,0.02577284853323363,0.023898396641016006,0.009791009943000972,0.03196367718046531,0.4946236559139785,0.11287270733580652,ensemble_median_train_cal,2021-08-02
92,-0.007207780449163259,0.018816126180900034,0.018681474216282367,0.007708546763751656,0.022215158834296755,0.3804347826086957,0.15693438742934446,ensemble_median_train_cal,2021-08-03
92,-0.028739969579052005,0.03016392692807131,0.02932123551145196,0.010313339997082949,0.039701173861976725,0.45652173913043476,0.07080131118932656,ensemble_median_train_cal,2021-08-04
93,0.008806871259526616,0.022637098183622584,0.022838231548666953,0.010577644337899983,0.0241189076914452,0.5053763440860215,0.14497146996852273,ensemble_median_train_cal,2021-08-05
92,0.011916540680592669,0.04021650279973983,0.04070152416825294,0.015265771882695844,0.049901461834087966,0.6195652173913043,0.08583192759379865,ensemble_median_train_cal,2021-08-06
92,0.014055348378955945,0.02478180325342692,0.02513508563861251,0.00808224283173331,0.03339912084338722,0.5,0.08825079924749299,ensemble_median_train_cal,2021-08-09
93,-0.016463345884167202,0.031153573573101306,0.03064898867160082,0.013742101727984846,0.03482294369023292,0.3978494623655914,0.09064824690487623,ensemble_median_train_cal,2021-08-10
93,0.025070829403207817,0.030711089086253193,0.03150084130465984,0.011648453946691006,0.03812527027912437,0.3978494623655914,0.13435939207649272,ensemble_median_train_cal,2021-08-11
93,0.12187951627732718,0.027957257139496504,0.031837609596550465,0.009099407005123794,0.03771570026874542,0.6129032258064516,0.1265068057065252,ensemble_median_train_cal,2021-08-12
92,0.08106892389108455,0.03519701691402588,0.03830212932080032,0.012171742870123126,0.046050548087805517,0.5543478260869565,0.11969400462076822,ensemble_median_train_cal,2021-08-13
91,-0.0820662221244215,0.024812390154693276,0.022930565290153027,0.008867649419698864,0.03188948146998882,0.5824175824175825,0.14188462003969457,ensemble_median_train_cal,2021-08-16
91,0.0424341576984244,0.018893572956585558,0.019730834290385246,0.007993638282641768,0.02179986934788758,0.4835164835164835,0.111730745192365,ensemble_median_train_cal,2021-08-17
93,-0.03599854691006965,0.02569101292174309,0.024798309803009032,0.01097623654641211,0.02942955275066196,0.5913978494623656,0.10278441396208692,ensemble_median_train_cal,2021-08-18
93,-0.027436913911967453,0.06199721939046867,0.06034163124859333,0.030732194369193166,0.06253005004255101,0.3655913978494624,0.05144280644762974,ensemble_median_train_cal,2021-08-19
92,0.08021729669831101,0.051333646947750826,0.05581062436103821,0.022437870502471924,0.057791552890557804,0.7065217391304348,0.14987395098630887,ensemble_median_train_cal,2021-08-20
92,-0.018645794124623638,0.03881492260261441,0.038104435149580264,0.010623539565131068,0.056382766074966686,0.4891304347826087,0.28102484734162214,ensemble_median_train_cal,2021-08-23
93,0.19082795227901206,0.02370875664055347,0.029300019331276416,0.009155066218227148,0.029107380844652645,0.6774193548387096,0.3260268805776598,ensemble_median_train_cal,2021-08-24
93,0.01926003031810497,0.03022988091688603,0.03082354329526424,0.011477621039375663,0.037504519755020733,0.5268817204301075,0.1370771498508053,ensemble_median_train_cal,2021-08-25
93,0.009950000146302762,0.03611258232267574,0.036475513689219946,0.013369697844609618,0.04548576895613223,0.3763440860215054,0.10527382417169914,ensemble_median_train_cal,2021-08-26
93,0.04003118666134131,0.035606320737861095,0.03709112238138914,0.014199229422956705,0.04281418262980878,0.5806451612903226,0.11559339497862639,ensemble_median_train_cal,2021-08-27
90,0.030334366429252912,0.025743889342993508,0.026549243833869696,0.011061193887144327,0.029365390911698357,0.5555555555555556,0.14135700576396026,ensemble_median_train_cal,2021-08-30
90,0.054260468077778845,0.021696901682298632,0.022941730730235577,0.00814486393937841,0.027104075485840446,0.4888888888888889,0.13571943535283126,ensemble_median_train_cal,2021-08-31
90,0.03152779390027971,0.04138547811307945,0.04273274736478925,0.01617451131460257,0.05042193359695377,0.4666666666666667,0.05615402802918788,ensemble_median_train_cal,2021-09-01
92,0.030359503651425368,0.039309027281706224,0.04053979534655809,0.016637633001664653,0.045342788560083135,0.5760869565217391,0.06655586216270769,ensemble_median_train_cal,2021-09-06
91,-0.024810473692449264,0.020949801459209993,0.02044261060655117,0.01017067304928787,0.021558256819844246,0.5274725274725275,0.21874585069599176,ensemble_median_train_cal,2021-09-07
91,0.006342140675795971,0.02592261868994683,0.026088072918355465,0.010639576707035303,0.030566083965823054,0.6043956043956044,0.12949758229854508,ensemble_median_train_cal,2021-09-08
93,-0.014430463026922968,0.019379183938144702,0.01910351142287254,0.008545118587790057,0.021668130700709293,0.44086021505376344,0.13032816530488014,ensemble_median_train_cal,2021-09-09
92,0.029898239350346856,0.0385589351062663,0.039747309684753415,0.016346350545063615,0.044425169122405364,0.6413043478260869,0.08421260526004908,ensemble_median_train_cal,2021-09-10
93,0.01773140024054476,0.027315957454266022,0.027809050865471363,0.010420539183542132,0.03379083654144778,0.5913978494623656,0.16062149754081187,ensemble_median_train_cal,2021-09-13
93,0.14770615869831016,0.021191045991145074,0.024863544665277,0.007712424616329372,0.026957242749631405,0.5591397849462365,0.2908865230994865,ensemble_median_train_cal,2021-09-14
93,0.03650775254411165,0.021328365080989894,0.02213651966303587,0.008528889797162265,0.02559895056765526,0.5806451612903226,0.1691475122731312,ensemble_median_train_cal,2021-09-15
93,-0.0541686299105919,0.029897248168708757,0.028360973112285137,0.012555157416500151,0.03468418150441721,0.5483870967741935,0.11693838181559639,ensemble_median_train_cal,2021-09-16
93,0.010410494572345663,0.033408220997080205,0.03375967592000961,0.015160030918195844,0.036496380157768724,0.3763440860215054,0.14518143325793867,ensemble_median_train_cal,2021-09-17
93,0.03280092852808347,0.02677806126885116,0.027686194144189356,0.010057138279080391,0.033441845979541536,0.6021505376344086,0.12436830319055137,ensemble_median_train_cal,2021-09-20
93,-0.035379227011806735,0.026067682914435862,0.025176942162215703,0.007908686995506287,0.03631799183785915,0.5161290322580645,0.11604507295990467,ensemble_median_train_cal,2021-09-21
93,0.02826268789518427,0.01924740356334951,0.019807208515703677,0.006735726608894765,0.025023353908909484,0.5483870967741935,0.11305086962326352,ensemble_median_train_cal,2021-09-22
93,0.04232827732233979,0.019953895280195866,0.02083584051579237,0.008084068162133917,0.023739654236123897,0.5591397849462365,0.15518138172610182,ensemble_median_train_cal,2021-09-23
93,0.11587840464355648,0.04595679498743266,0.051980174705386156,0.019337328150868416,0.053238933673128486,0.8602150537634409,0.1306785467492974,ensemble_median_train_cal,2021-09-24
93,0.0015357647888142312,0.0348459358792752,0.03489953335374593,0.014490722212940454,0.0407104273326695,0.40860215053763443,0.18832296464228346,ensemble_median_train_cal,2021-09-27
92,-0.026831422662962234,0.0255780114181107,0.024909650068730117,0.00888747355202213,0.03338107573217714,0.44565217391304346,0.11325378760484593,ensemble_median_train_cal,2021-09-28
93,0.011959163158028363,0.018251621769741176,0.018472537863999605,0.00614491943269968,0.02421340467408299,0.5483870967741935,0.24084055457579304,ensemble_median_train_cal,2021-09-29
93,-0.06655048260923024,0.031187353818677366,0.029241329245269298,0.01481213013175875,0.032750447373837234,0.34408602150537637,0.15455383617437876,ensemble_median_train_cal,2021-09-30
93,0.02836198904947551,0.03395561066863592,0.03494677059352398,0.014439377002418041,0.03903246733243577,0.3548387096774194,0.11764695202615788,ensemble_median_train_cal,2021-10-01
92,0.02167871706898905,0.03266142013089848,0.03338516773656011,0.010261129969876492,0.044800580322043974,0.6195652173913043,0.09597370222431577,ensemble_median_train_cal,2021-10-04
92,0.000367143572380102,0.024131084524560732,0.02413994735106827,0.008596044033765793,0.031070080981589875,0.5434782608695652,0.10540878405676098,ensemble_median_train_cal,2021-10-05
92,-0.008173852532166404,0.027415860077599077,0.027193583734333518,0.008185962709831074,0.038459794735536006,0.4782608695652174,0.09285978674811826,ensemble_median_train_cal,2021-10-06
92,0.02216808076137433,0.0202956531500604,0.02075576870702207,0.007665062056730676,0.02526118218665944,0.43478260869565216,0.1707029739777968,ensemble_median_train_cal,2021-10-07
92,0.027058237895615678,0.028565398196224123,0.029359823279082778,0.008106377150397748,0.04091804209165275,0.33695652173913043,0.08196709429538206,ensemble_median_train_cal,2021-10-08
92,0.02127398333994701,0.016706577385775745,0.017069718288257728,0.005321774951880798,0.022769604867789898,0.5434782608695652,0.14048089338168132,ensemble_median_train_cal,2021-10-11
92,-0.00103403154931625,0.01846485938040133,0.018445785855874423,0.007730040902970359,0.021469636954861936,0.4891304347826087,0.14636239445847019,ensemble_median_train_cal,2021-10-12
93,0.042817600704655456,0.020759860496036706,0.021688510477542874,0.006926683592610061,0.02766635380685329,0.4731182795698925,0.09789145482177751,ensemble_median_train_cal,2021-10-13
93,-0.0564846007754769,0.016381219204049557,0.015505402721464634,0.006420840916689485,0.019920756574720144,0.4946236559139785,0.2108528420418533,ensemble_median_train_cal,2021-10-14
93,0.01400125612727765,0.026488570758374408,0.026864710450172424,0.01080208839266561,0.031372964731417596,0.46236559139784944,0.1174568507958632,ensemble_median_train_cal,2021-10-15
93,0.03277810280277038,0.022474459323711928,0.023236094415187834,0.009355264108307892,0.026238390430808067,0.4838709677419355,0.11060898841837391,ensemble_median_train_cal,2021-10-18
93,0.09938445277493502,0.020810359448660165,0.023106817901134488,0.0072050190065056086,0.02721068088430911,0.5053763440860215,0.1467251930303969,ensemble_median_train_cal,2021-10-19
93,0.0038812195200275124,0.02324845570983598,0.023339039646089077,0.009084281511604786,0.028328348396462387,0.5591397849462365,0.11426296319067616,ensemble_median_train_cal,2021-10-20
93,-0.023401790795341437,0.024898564210161567,0.024329216964542863,0.00899745721835643,0.03180221398361027,0.41935483870967744,0.11904766255570197,ensemble_median_train_cal,2021-10-21
93,0.013384262619492326,0.026031730690738185,0.026384872756898402,0.010659970808774233,0.030743519763927907,0.4731182795698925,0.1407364033239124,ensemble_median_train_cal,2021-10-22
93,-0.0355615976377055,0.024119015358155593,0.02329075876623392,0.008611546450993046,0.031014937814325093,0.45161290322580644,0.13615818628999246,ensemble_median_train_cal,2021-10-25
93,0.03760288283161495,0.034696580504532906,0.03605224899947643,0.013028495479375124,0.04333617005031556,0.6666666666666666,0.07442307241234734,ensemble_median_train_cal,2021-10-26
93,0.12196974225106161,0.030259519745595747,0.03446295782923699,0.010011682636104524,0.040495674218982446,0.6881720430107527,0.1191218780719818,ensemble_median_train_cal,2021-10-27
93,-0.022096181437063045,0.0239689843961969,0.023450811021029947,0.010054260957986116,0.02782944687642157,0.4946236559139785,0.231477809835667,ensemble_median_train_cal,2021-10-28
93,0.04359447164759733,0.03745081229135394,0.03915787935256957,0.014968046685680747,0.04496553121134638,0.5053763440860215,0.11101554688066917,ensemble_median_train_cal,2021-10-29
93,0.018591348557059795,0.036394043659674934,0.03708347547799349,0.010748138651251793,0.05129181001684628,0.5161290322580645,0.06221497052127751,ensemble_median_train_cal,2021-11-01
93,-0.02481538633635716,0.055890701222233476,0.054537336155772206,0.022481298074126244,0.06681880629621446,0.3978494623655914,0.04519070715139325,ensemble_median_train_cal,2021-11-02
93,0.013989338391262485,0.03607685355091235,0.036588705331087115,0.009951199172064662,0.05225130875769537,0.5483870967741935,0.1438246842650561,ensemble_median_train_cal,2021-11-03
93,0.0484561463012132,0.031194990844960555,0.03278355561196804,0.010794728063046932,0.040800525563827246,0.5591397849462365,0.08380078624046701,ensemble_median_train_cal,2021-11-04
92,-0.07621920206271171,0.038981460477225505,0.036220744252204895,0.011819334700703621,0.05432425155304377,0.5434782608695652,0.10319613801361696,ensemble_median_train_cal,2021-11-05
90,-0.009575755765462546,0.031893605615186976,0.031591096986085185,0.01115669828868704,0.041473814652999874,0.43333333333333335,0.07354718482774425,ensemble_median_train_cal,2021-11-08
92,0.008822156058823305,0.029113265132764354,0.02937239296734334,0.010608084878185764,0.03701036050915718,0.391304347826087,0.10103665138782351,ensemble_median_train_cal,2021-11-09
93,0.03197614386027614,0.03616349250078201,0.037358059175312514,0.0138836003607139,0.044559784280136225,0.5161290322580645,0.0706985348259812,ensemble_median_train_cal,2021-11-10
93,-0.001135677765500942,0.03715300606563687,0.037110860086977476,0.011622437974438071,0.0510611361823976,0.46236559139784944,0.08437790908718748,ensemble_median_train_cal,2021-11-11
91,0.02496496969133699,0.03265323967207223,0.03348929900676012,0.010034873499535024,0.045236732345074415,0.4835164835164835,0.09464883580741565,ensemble_median_train_cal,2021-11-12
92,0.026872967723649666,0.029970928790862682,0.03079857798293233,0.012294053682126105,0.035353750217473154,0.6086956521739131,0.11616640228543826,ensemble_median_train_cal,2021-11-15
93,0.09654517210322933,0.024564507993636648,0.027189525403082362,0.00797101529315114,0.033186985400971016,0.5053763440860215,0.12132261262309393,ensemble_median_train_cal,2021-11-16
93,-0.006727349787646553,0.05451524179661646,0.05415094941854476,0.021842937916517258,0.0653446077601984,0.5483870967741935,0.05394896750618422,ensemble_median_train_cal,2021-11-17
93,-0.021314541114479058,0.055517385830171406,0.054358753934502596,0.026226517744362354,0.0585817361716181,0.4731182795698925,0.08875313757963368,ensemble_median_train_cal,2021-11-18
93,0.04382765195659277,0.0628821955062449,0.06576449908316136,0.031207730527967215,0.06334892995655536,0.5591397849462365,0.13497352528382395,ensemble_median_train_cal,2021-11-19
93,0.1400321718701748,0.04481872237520292,0.05211674310266971,0.017717846028972417,0.05420175269246101,0.6666666666666666,0.24391970382159187,ensemble_median_train_cal,2021-11-22
93,-0.03710666526708439,0.04544261791161261,0.04381672535091638,0.01635781116783619,0.05816961348755285,0.5053763440860215,0.1263085145399089,ensemble_median_train_cal,2021-11-23
93,-0.06857207715193514,0.03435094826854765,0.03214658983051777,0.01425936771556735,0.0401831611059606,0.5161290322580645,0.1469938452405376,ensemble_median_train_cal,2021-11-24
93,-0.06030368025694255,0.03637659165542573,0.034307710453867914,0.018103277194313705,0.03654662892222404,0.3978494623655914,0.17573400947127307,ensemble_median_train_cal,2021-11-25
93,0.030583966786391747,0.032189986400771885,0.033205543644726276,0.013989593368023634,0.0364007860654965,0.6129032258064516,0.22588178264257464,ensemble_median_train_cal,2021-11-26
93,-0.006901984048775622,0.04087864676839672,0.04059843700379133,0.015545077447313815,0.05066713864216581,0.4946236559139785,0.07604075566794961,ensemble_median_train_cal,2021-11-29
92,0.05191042280267599,0.024829110241262248,0.026188569981604824,0.008168173226295039,0.03332187402993442,0.6521739130434783,0.1659204007717182,ensemble_median_train_cal,2021-11-30
93,0.09510416856116588,0.022242024319712072,0.024579651653766632,0.008487910847179592,0.02750822694506496,0.5591397849462365,0.1348081056110205,ensemble_median_train_cal,2021-12-01
93,0.03376881422002498,0.05873866680267383,0.06079152449965477,0.02728411345742643,0.0629091066904948,0.7311827956989247,0.06178732705399205,ensemble_median_train_cal,2021-12-02
93,0.2015233674233874,0.049187703500501806,0.061601932346820834,0.019740061718039215,0.05889528356492519,0.8279569892473119,0.21563124654400126,ensemble_median_train_cal,2021-12-03
93,0.19828113577967887,0.03881061072461307,0.04840925224125385,0.015313147334381938,0.046994926780462264,0.7849462365591398,0.4414128886828063,ensemble_median_train_cal,2021-12-06
93,0.009567352862756229,0.02685165252769366,0.027111033350229255,0.010119798535015434,0.03346370798535645,0.45161290322580644,0.22557683870306125,ensemble_median_train_cal,2021-12-07
92,0.3033208942150618,0.025394900841638455,0.03645135993137959,0.008676398545503616,0.03343700459226968,0.8369565217391305,0.3624276241690659,ensemble_median_train_cal,2021-12-08
92,0.0037781323334924455,0.02820388886611909,0.028310851007699967,0.010839497321285307,0.034728783089667564,0.4673913043478261,0.30310306579173146,ensemble_median_train_cal,2021-12-09
93,0.12146649572938684,0.028629123931750655,0.0325874013826251,0.009865232277661562,0.037527783308178186,0.7526881720430108,0.2155873221998778,ensemble_median_train_cal,2021-12-10
92,-0.025294591760017582,0.02824350974187837,0.02754672653973103,0.010688541417039232,0.03510993664967828,0.4673913043478261,0.10189807697225399,ensemble_median_train_cal,2021-12-13
92,0.05345337365969993,0.023435256554512306,0.024758692178875212,0.009207108640111983,0.02845629582880065,0.44565217391304346,0.1416545926635688,ensemble_median_train_cal,2021-12-14
93,-0.026955559031530907,0.0332648376817815,0.03239170126616955,0.010560242226347327,0.04540919091086834,0.5161290322580645,0.09259947656588259,ensemble_median_train_cal,2021-12-15
93,0.09292658448145308,0.027351985574932767,0.03015410341322422,0.009886941203149036,0.03493008874356746,0.5806451612903226,0.10934444101557872,ensemble_median_train_cal,2021-12-16
93,0.014990692035751985,0.03728337432257831,0.037850783765316004,0.01722855120897293,0.04010964622721076,0.5591397849462365,0.1006968552040101,ensemble_median_train_cal,2021-12-17
93,-0.03804788216512334,0.030122346989810464,0.02901826351881027,0.011277910321950912,0.0376888733357191,0.6021505376344086,0.1135263080076453,ensemble_median_train_cal,2021-12-20
93,-0.0006471292697161068,0.03567946015973575,0.03565638586878776,0.016848848899826407,0.03766122251981869,0.3978494623655914,0.10633975473385006,ensemble_median_train_cal,2021-12-21
93,-0.026202083181477986,0.05516913849860429,0.05376050136983394,0.024215667974203825,0.061906941048800936,0.46236559139784944,0.07353983906049459,ensemble_median_train_cal,2021-12-22
93,-0.03825887703514552,0.03805638708290644,0.036654044501483435,0.013584877829998732,0.048943018505815415,0.3870967741935484,0.15210184243050978,ensemble_median_train_cal,2021-12-23
93,-0.06804297929339365,0.031925063813105226,0.0298911789432168,0.010706253349781036,0.04243762092664838,0.40860215053763443,0.16133279321614313,ensemble_median_train_cal,2021-12-24
93,-0.00934420287743043,0.023157261591404674,0.022942878678441046,0.007940568844787776,0.030433385493233798,0.43010752688172044,0.11404232662133822,ensemble_median_train_cal,2021-12-27
92,0.017100396087386227,0.031122926756506793,0.031664400547742846,0.013322426122613251,0.035601001267787084,0.4782608695652174,0.10305060763007665,ensemble_median_train_cal,2021-12-28
93,-0.016710121622305563,0.030797566077671933,0.03029139321297406,0.009814124699914828,0.04196688275551421,0.4838709677419355,0.09868920133987173,ensemble_median_train_cal,2021-12-29
92,-0.03980763427678635,0.028489577583968643,0.027398892492055894,0.010003834497183561,0.03697148617357016,0.33695652173913043,0.09117038363690512,ensemble_median_train_cal,2021-12-30
92,0.010927612859593538,0.0438923424750101,0.0443772802129388,0.01546379883075133,0.05685708728851754,0.5869565217391305,0.07074403970853818,ensemble_median_train_cal,2021-12-31
92,0.02491529397808412,0.027697102801175794,0.028404817171394828,0.012570276274345815,0.030253653053659953,0.45652173913043476,0.14907839346355728,ensemble_median_train_cal,2022-01-04
92,-0.0520838326802886,0.03524845100473614,0.03350346228107811,0.014484548824839294,0.04152780435979369,0.41304347826086957,0.10405421028407796,ensemble_median_train_cal,2022-01-05
91,-0.061641896328562096,0.03319475206080824,0.0312673719599843,0.013299505109898746,0.03979049390181899,0.45054945054945056,0.11860268695041423,ensemble_median_train_cal,2022-01-06
91,0.0008884349274910219,0.049180657049873844,0.04922438971698284,0.020568163599818945,0.0572249869001098,0.4725274725274725,0.07199479862770328,ensemble_median_train_cal,2022-01-07
91,-0.01230895376772101,0.041423081420361996,0.040919406339526176,0.0163811887614429,0.05008378531783819,0.5494505494505495,0.1144521903476829,ensemble_median_train_cal,2022-01-10
89,0.03259040882352404,0.05278074512025342,0.05455884002149106,0.023286052979528904,0.05898938428144903,0.5168539325842697,0.19303422694663713,ensemble_median_train_cal,2022-01-11
89,0.021584425593068612,0.04398844268871473,0.04495885372161866,0.017970419256016612,0.05203604686539623,0.5955056179775281,0.12926623846436222,ensemble_median_train_cal,2022-01-12
91,0.046045446447909866,0.030112366483081132,0.031565829180181026,0.01042667735600844,0.039371378254145384,0.5494505494505495,0.2575971519407455,ensemble_median_train_cal,2022-01-13
91,0.1185341538617638,0.07197539042681456,0.08165420219302177,0.039221981540322304,0.0655068177729845,0.8571428571428571,0.16809838696239432,ensemble_median_train_cal,2022-01-14
91,0.02347672910864418,0.05301030846021604,0.05428473651409149,0.017912820680066943,0.07019497556029819,0.5274725274725275,0.13916041288212094,ensemble_median_train_cal,2022-01-17
90,0.24906947440589844,0.035468082182342195,0.04723217524588108,0.01354731823084876,0.04384152790298687,0.7,0.623616989905988,ensemble_median_train_cal,2022-01-18
90,0.1308463916508935,0.04418791229254568,0.05084016434848309,0.016984930611215532,0.054405963362660285,0.5222222222222223,0.14306429183840202,ensemble_median_train_cal,2022-01-19
92,0.01657652724731773,0.029896664363332093,0.030400600749999285,0.01491154363611713,0.029970241454429926,0.5108695652173914,0.20815069043190942,ensemble_median_train_cal,2022-01-20
92,0.0030934150218560053,0.07676589288457762,0.07700409851968289,0.04274336755042896,0.06804505066829733,0.5869565217391305,0.10621719624378956,ensemble_median_train_cal,2022-01-21
93,0.0022190615939754466,0.058151788287796075,0.0582811176776886,0.026735025574453175,0.0628335254266858,0.3763440860215054,0.1542441804079278,ensemble_median_train_cal,2022-01-24
92,0.006155455581445035,0.03545928218518385,0.03567890208214522,0.014103576249908656,0.04271141187055038,0.41304347826086957,0.15037890033460766,ensemble_median_train_cal,2022-01-25
93,-0.13228616371091206,0.03527830486418679,0.031156704016029834,0.014218152035027742,0.0421203056583181,0.41935483870967744,0.2904774513131011,ensemble_median_train_cal,2022-01-26
93,-0.042692272753330984,0.03924414639477617,0.03763732351362705,0.014960833708755672,0.048566625372041,0.4731182795698925,0.1607924714168709,ensemble_median_train_cal,2022-01-27
93,-0.060279064428705675,0.05576208871789276,0.05259189829230308,0.02510857325978577,0.061307030916213985,0.45161290322580644,0.1133052693072417,ensemble_median_train_cal,2022-01-28
93,0.030211569241792247,0.03535880076233297,0.03646032437682152,0.013338881719391793,0.04403983808588235,0.5698924731182796,0.1244370800091357,ensemble_median_train_cal,2022-02-07
93,-0.005739087295299816,0.03177570458210539,0.03159438166767359,0.011492321966215968,0.04056676523177884,0.5698924731182796,0.12055144001349381,ensemble_median_train_cal,2022-02-08
93,0.006274011836851612,0.02318204551702365,0.02332840822637081,0.010063317080494016,0.02623745687305927,0.46236559139784944,0.16023791765568346,ensemble_median_train_cal,2022-02-09
92,-0.12045887073374884,0.025413771794410435,0.02268157489597798,0.010109900234965608,0.03060774311888965,0.45652173913043476,0.18614840330912766,ensemble_median_train_cal,2022-02-10
92,0.0729037055110402,0.048704786831513046,0.052534765936434275,0.016994127770885825,0.06342131812125444,0.6195652173913043,0.0870905281906104,ensemble_median_train_cal,2022-02-11
93,-0.10486034824668233,0.02987945606437279,0.027043649554252622,0.012144721164077055,0.03546946980059147,0.43010752688172044,0.23315303465188592,ensemble_median_train_cal,2022-02-14
