Date,market_return_actual,market_return_today,market_q10_today,market_q90_today,market_negative_ratio_today,market_abs_q90_today,market_breadth_today,n_stocks,market_return_today_lag1,market_return_today_lag2,market_q10_today_lag1,market_q10_today_lag2,market_q90_today_lag1,market_q90_today_lag2,market_negative_ratio_today_lag1,market_negative_ratio_today_lag2,market_abs_q90_today_lag1,market_abs_q90_today_lag2,market_breadth_today_lag1,market_breadth_today_lag2,market_return_lag1_5,market_return_lag1_20,market_volatility_lag1_20,market_negative_ratio_ewm5_lag1,market_abs_q90_ewm5_lag1
2012-04-03,-0.010704760839726355,0.019541208740551513,-0.009967841388719688,0.04872185904892339,0.16666666666666666,0.04872185904892339,0.7407407407407407,54,-0.0061347939938873625,-0.01472665550848932,-0.042602671023131686,-0.04273552354142614,0.03063100580895047,0.012816915629248462,0.5454545454545454,0.6727272727272727,0.04464348408496068,0.04380950180488339,0.2727272727272727,0.16363636363636364,-0.006766644463581055,,,0.49792821494519834,0.04343349257876677
2012-04-04,0.010873677544012332,-0.010704760839726386,-0.03044646026959534,0.014137976936763132,0.6851851851851852,0.03205432734317589,0.14814814814814814,54,0.019541208740551513,-0.0061347939938873625,-0.009967841388719688,-0.042602671023131686,0.04872185904892339,0.03063100580895047,0.16666666666666666,0.5454545454545454,0.04872185904892339,0.04464348408496068,0.7407407407407407,0.2727272727272727,-0.005026594150099206,0.0004078175543523712,0.016633068610950937,0.3875076988523545,0.04519628140215231
2012-04-05,0.006620679524754541,0.011078841271257873,-0.008390687687860065,0.037253522667280194,0.1320754716981132,0.038968139810096954,0.5849056603773585,53,-0.010704760839726386,0.019541208740551513,-0.03044646026959534,-0.009967841388719688,0.014137976936763132,0.04872185904892339,0.6851851851851852,0.16666666666666666,0.03205432734317589,0.04872185904892339,0.14814814814814814,0.7407407407407407,-0.0026601598877126153,-0.000602416845109334,0.016131316847528426,0.48673352762996475,0.040815630049160175
2012-04-06,0.01920540473491453,0.004547576302506059,-0.017543116539607304,0.0397125866866275,0.37037037037037035,0.04467607592883992,0.46296296296296297,54,0.011078841271257873,-0.010704760839726386,-0.008390687687860065,-0.03044646026959534,0.037253522667280194,0.014137976936763132,0.1320754716981132,0.6851851851851852,0.038968139810096954,0.03205432734317589,0.5849056603773585,0.14814814814814814,-0.00018923206605873688,0.0003710213312545999,0.01574592195671428,0.3685141756526809,0.040199799969472434
2012-04-09,0.003485444543837279,0.018662022865744605,-0.0038793103448275666,0.047028010417335175,0.11538461538461539,0.047028010417335175,0.7307692307692307,52,0.004547576302506059,0.011078841271257873,-0.017543116539607304,-0.008390687687860065,0.0397125866866275,0.037253522667280194,0.37037037037037035,0.1320754716981132,0.04467607592883992,0.038968139810096954,0.46296296296296297,0.5849056603773585,0.003665614296140339,0.0006922947905816352,0.015120010020114923,0.36913290722524406,0.04169189195592826
2012-04-10,0.024357761414513925,0.0042191715537981,-0.023230833275947993,0.0390147760024449,0.37735849056603776,0.04217424292637402,0.49056603773584906,53,0.018662022865744605,0.004547576302506059,-0.0038793103448275666,-0.017543116539607304,0.047028010417335175,0.0397125866866275,0.11538461538461539,0.37037037037037035,0.047028010417335175,0.04467607592883992,0.7307692307692307,0.46296296296296297,0.008624977668066733,0.0019758467959504187,0.015300131931781607,0.28455014327836786,0.043470598109730564
2012-04-11,0.022143006158416415,0.02761039546239334,0.0,0.04895045424172724,0.05555555555555555,0.04895045424172724,0.8518518518518519,54,0.0042191715537981,0.018662022865744605,-0.023230833275947993,-0.0038793103448275666,0.0390147760024449,0.047028010417335175,0.37735849056603776,0.11538461538461539,0.04217424292637402,0.047028010417335175,0.49056603773584906,0.7307692307692307,0.0055605702307160495,0.002125401779806931,0.01475494950434364,0.31548625904092453,0.04303847971527838
2012-04-12,-0.001151377362127928,0.02125052571399721,0.0,0.04874102620414491,0.09433962264150944,0.04874102620414491,0.7358490566037735,53,0.02761039546239334,0.0042191715537981,0.0,-0.023230833275947993,0.04895045424172724,0.0390147760024449,0.05555555555555555,0.37735849056603776,0.04895045424172724,0.04217424292637402,0.8518518518518519,0.49056603773584906,0.013223601491139995,0.003718213884968581,0.015613693957173418,0.22884269121246822,0.04500913789076134
2012-04-13,0.022004344594940797,-0.0011513773621279425,-0.02503340952403954,0.031024097881751183,0.5283018867924528,0.0376465337961742,0.32075471698113206,53,0.02125052571399721,0.02761039546239334,0.0,0.0,0.04874102620414491,0.04895045424172724,0.09433962264150944,0.05555555555555555,0.04874102620414491,0.04895045424172724,0.7358490566037735,0.8518518518518519,0.015257938379687863,0.004749526345499677,0.015704522141813185,0.18400833502214864,0.046253100661889195
2012-04-16,0.01668494296462233,0.02592446770821496,-0.005788609336088933,0.049947518201916494,0.12727272727272726,0.049947518201916494,0.7272727272727273,55,-0.0011513773621279425,0.02125052571399721,-0.02503340952403954,0.0,0.031024097881751183,0.04874102620414491,0.5283018867924528,0.09433962264150944,0.0376465337961742,0.04874102620414491,0.32075471698113206,0.7358490566037735,0.014118147646761062,0.004421698361742587,0.015298978117441252,0.2987728522789167,0.0433842450399842
2012-04-17,-0.0006483673097102315,0.016993923389893126,-0.0142608649426325,0.049371088461453015,0.2777777777777778,0.04962828789394374,0.6111111111111112,54,0.02592446770821496,-0.0011513773621279425,-0.005788609336088933,-0.02503340952403954,0.049947518201916494,0.031024097881751183,0.12727272727272726,0.5283018867924528,0.049947518201916494,0.0376465337961742,0.7272727272727273,0.32075471698113206,0.015570636615255132,0.005553423064188501,0.01566495080811562,0.24160614394352023,0.0455720027606283
2012-04-18,-0.022066975851723413,0.0006937981269629805,-0.033899409414640626,0.047701506445100204,0.5818181818181818,0.048780482036142644,0.34545454545454546,55,0.016993923389893126,0.02592446770821496,-0.0142608649426325,-0.005788609336088933,0.049371088461453015,0.049947518201916494,0.2777777777777778,0.12727272727272726,0.04962828789394374,0.049947518201916494,0.6111111111111112,0.7272727272727273,0.018125586982474136,0.006125448080473732,0.015460259928518266,0.2536633552216061,0.04692409780506678
2012-04-19,0.0012671676968240705,-0.02247562355268129,-0.04889655097454475,0.005253214085777685,0.7777777777777778,0.04898366640274463,0.12962962962962962,54,0.0006937981269629805,0.016993923389893126,-0.033899409414640626,-0.0142608649426325,0.047701506445100204,0.049371088461453015,0.5818181818181818,0.2777777777777778,0.048780482036142644,0.04962828789394374,0.34545454545454546,0.6111111111111112,0.012742267515388064,0.007322928684496304,0.013915039517425074,0.3630482974204647,0.047542892548758736
2012-04-20,0.0004845708156897728,0.0012441282841545462,-0.027953657281641297,0.040367294664774046,0.36363636363636365,0.045363477905852226,0.4,55,-0.02247562355268129,0.0006937981269629805,-0.04889655097454475,-0.033899409414640626,0.005253214085777685,0.047701506445100204,0.7777777777777778,0.5818181818181818,0.04898366640274463,0.048780482036142644,0.12962962962962962,0.34545454545454546,0.0039970376620523645,0.005382088950560888,0.015235391643178537,0.501291457539569,0.04802315050008737
2012-04-23,0.010190382677102946,0.0004935443493136522,-0.024412204296604276,0.03924190729684273,0.42592592592592593,0.043273273273273336,0.35185185185185186,54,0.0012441282841545462,-0.02247562355268129,-0.027953657281641297,-0.04889655097454475,0.040367294664774046,0.005253214085777685,0.36363636363636365,0.7777777777777778,0.045363477905852226,0.04898366640274463,0.4,0.12962962962962962,0.004476138791308862,0.005166839077208126,0.015263293048363208,0.45540642623850064,0.04713659296867566
2012-04-24,0.020974569816881925,0.010190382677102957,-0.012363632939241696,0.047075084734291055,0.25925925925925924,0.04733710707465862,0.5370370370370371,54,0.0004935443493136522,0.0012441282841545462,-0.024412204296604276,-0.027953657281641297,0.03924190729684273,0.040367294664774046,0.42592592592592593,0.36363636363636365,0.043273273273273336,0.045363477905852226,0.35185185185185186,0.4,-0.0006100458804713991,0.004204730984817354,0.014898726426939663,0.44557959280097575,0.045848819736874886
2012-04-25,-0.003991517337973349,0.02166744961474436,0.0,0.04866780623263187,0.05660377358490566,0.04866780623263187,0.7547169811320755,53,0.010190382677102957,0.0004935443493136522,-0.012363632939241696,-0.024412204296604276,0.047075084734291055,0.03924190729684273,0.25925925925925924,0.42592592592592593,0.04733710707465862,0.043273273273273336,0.5370370370370371,0.35185185185185186,-0.0019707540230294333,0.0041722022600153875,0.014884177928523583,0.383472814953737,0.046344915516136134
